report_date,month,quarter,region,product,subscription_type,department,scenario_type,ticket_volume,resolved_tickets,open_tickets,pending_tickets,forecast_next_week_tickets,avg_resolution_hours,sla_compliance_pct,escalation_rate_pct,avg_csat,negative_sentiment_pct,customer_sentiment,churn_risk_customers,retention_risk_score,impacted_accounts,business_risk,executive_priority,revenue_risk_usd,support_cost_usd,opportunity_value_usd,monthly_growth_pct,top_issue_category,recurring_issue,ai_business_insight,executive_summary,strategic_recommendation,action_recommendation
2026-02-23,February 2026,Q1 2026,Middle East & Africa,Mobile App,Free,Security Operations,seasonal_demand_spike,348,221,127,29,315,16.1,79,15.1,3.18,62,Negative,12,53,27,Low,Medium,500,16947,900,-11.2,Performance Issue,Performance Issue,Data sync failures affecting Mobile App API clients caused 27 enterprise accounts to open Priority-1 tickets.,Critical: 12 accounts flagged for churn within 30 days — aggregate ARR exposure of $0.5K requires board visibility.,Establish executive fast-track escalation protocol for Enterprise accounts to reduce board-level churn risk.,Automate SLA breach alerts with predictive flagging 4 hours before breach threshold is crossed.
2026-03-04,March 2026,Q1 2026,APAC,Mobile App,Free,Account Management,security_breach_alert,244,165,79,16,251,28.5,70,18.9,1.76,46,Mixed Negative,14,91,35,Medium,High,16716,15514,26364,24.1,Refund Request,Account Suspension,Login-related complaints surged 27% among Free users in APAC following the latest security patch deployment.,SLA compliance at 70% is below 95% contractual threshold — 14 accounts approaching penalty clause triggers.,Consolidate Account Management support queues to eliminate routing delays causing 27% ticket re-open rate.,Implement AI-powered triage to reduce avg resolution time 30% and improve CSAT across Free tier within 2 weeks.
2026-03-09,March 2026,Q1 2026,Latin America,Mobile App,Starter,Technical Support,regional_outage,229,150,79,29,216,18.7,76,21.0,2.18,58,Negative,30,100,118,Medium,High,21714,14418,42827,-12.0,Feature Request,Subscription Cancellation,Seasonal ticket spike of 44% detected — aligns with end-of-quarter billing cycles across Starter subscriber base.,Elevated churn risk in Latin America driven by Feature Request requires immediate cross-functional response — 30 accounts at risk.,Partner with Mobile App engineering for dedicated P1 fix sprint — commit to 6.5h resolution SLA for enterprise.,Expand L2 technical support in Latin America to address SLA compliance gap and reduce 44% escalation rate.
2026-03-17,March 2026,Q1 2026,Europe,Analytics Dashboard,Free,Security Operations,retention_improving,144,93,51,16,166,29.7,84,11.7,3.71,4,Positive,10,36,37,Low,Normal,3200,2587,4316,1.9,Billing Clarification,Billing Clarification,Login-related complaints surged 35% among Free users in Europe following the latest security patch deployment.,CSAT decline in Free tier reflects unresolved Billing Clarification backlog — customer success intervention plan activated.,Assign dedicated CSM coverage to 10 enterprise accounts classified as high churn risk this period.,Prioritise Billing Clarification root-cause fix in Analytics Dashboard — $3.2K revenue at risk if unresolved before quarter-end.
2026-03-25,March 2026,Q1 2026,North America,Billing Suite,Professional,Technical Support,security_breach_alert,184,159,25,3,181,28.2,69,14.2,2.3,51,Mixed Negative,27,100,97,High,Critical,87130,11923,160477,-14.5,Account Suspension,Account Suspension,Support cost per ticket rose $11.9 this period due to escalation complexity — process optimisation review scheduled.,Seasonal demand surge causing 31% ticket volume increase — temporary staffing augmentation approved and in process.,Deploy predictive churn scoring model on all accounts — identify at-risk customers 48 hours in advance.,Expand L2 technical support in North America to address SLA compliance gap and reduce 31% escalation rate.
2026-04-01,April 2026,Q2 2026,Latin America,Billing Suite,Starter,Billing & Finance,churn_risk_elevated,191,115,76,12,224,27.2,77,18.1,2.42,43,Mixed Negative,19,78,81,Medium,High,26566,9438,42384,-16.1,Security Concern,Bug Report,Billing Suite uptime variance caused $26.6K monthly revenue exposure — infrastructure investment business case prepared.,Monthly ticket volume trend indicates 17% growth trajectory — workforce planning review required for next quarter.,Implement sentiment-triggered escalation: auto-escalate when negative sentiment exceeds 40% on any account.,Activate real-time CSAT monitoring on all Starter accounts — trigger escalation when score drops below 3.2.
2026-04-07,April 2026,Q2 2026,Middle East & Africa,Billing Suite,Free,Technical Support,retention_improving,160,128,32,8,156,25.6,87,1.0,4.42,21,Mixed Positive,12,22,49,Low,Normal,3185,1873,4414,13.5,Login Issue,Login Issue,Support cost per ticket rose $1.9 this period due to escalation complexity — process optimisation review scheduled.,Executive alert: Login Issue spike in Middle East & Africa impacting 49 accounts — war-room convened with product and support leads.,Implement sentiment-triggered escalation: auto-escalate when negative sentiment exceeds 40% on any account.,Expand L2 technical support in Middle East & Africa to address SLA compliance gap and reduce 16% escalation rate.
2026-04-14,April 2026,Q2 2026,Latin America,Billing Suite,Free,Billing & Finance,sla_breach_trend,230,147,83,21,278,40.8,52,21.2,2.93,50,Mixed Negative,7,77,43,Medium,High,4714,14429,9326,-5.8,Delivery Delay,Feature Request,Billing Suite uptime variance caused $4.7K monthly revenue exposure — infrastructure investment business case prepared.,Resolution rate at 10% — on track for Q-target; focus now shifting to CSAT recovery and retention programmes.,Prioritise Delivery Delay root-cause fix in Billing Suite — $4.7K revenue at risk if unresolved before quarter-end.,Deploy self-service knowledge base for top-3 recurring issues — project 10% ticket deflection in 30 days.
2026-04-21,April 2026,Q2 2026,India,Billing Suite,Enterprise,Technical Support,payment_failure_spike,269,181,88,15,330,26.8,63,17.8,2.54,46,Mixed Negative,30,73,111,High,Critical,132447,17577,45993,24.1,Subscription Cancellation,Account Suspension,Proactive CSM outreach to 30 at-risk accounts in India prevented estimated $132.4K in quarterly ARR churn.,Customer satisfaction recovery programme launched following 30% CSAT decline — early indicators positive.,Deploy self-service knowledge base for top-3 recurring issues — project 30% ticket deflection in 30 days.,Activate real-time CSAT monitoring on all Enterprise accounts — trigger escalation when score drops below 3.2.
2026-04-29,April 2026,Q2 2026,APAC,API Gateway,Enterprise,Technical Support,sla_breach_trend,197,165,32,9,189,20.9,62,17.0,3.02,44,Mixed Negative,35,94,134,High,Critical,101026,13655,157806,15.9,Refund Request,Refund Request,Support cost per ticket rose $13.7 this period due to escalation complexity — process optimisation review scheduled.,AI routing reduced ticket resolution time by 5.5h average — CSAT uplift of 38% observed in APAC this week.,Partner with API Gateway engineering for dedicated P1 fix sprint — commit to 5.5h resolution SLA for enterprise.,Deploy self-service knowledge base for top-3 recurring issues — project 38% ticket deflection in 30 days.
