workflow_id,ticket_id,agent_name,agent_stage,input_summary,output_summary,confidence_score,recommended_action,auto_resolution_status,escalation_required,human_override,decision_timestamp,processing_time_seconds,workflow_status
WF-700156,TKT-100541,Automation Agent,Execute action,Password reset request for shared account,Escalated to Engineering for deep analysis,0.591,Create known issue,Partial,Yes,No,2024-02-24 10:54:42,3172,Escalated
WF-700157,TKT-101684,Resolution Agent,Search KB,New feature request for dashboard export,Sent password reset instructions,0.79,Auto-resolve from KB,No,No,No,2024-06-28 10:53:44,1432,Completed
WF-700158,TKT-100671,Automation Agent,Execute action,"Billing dispute for $4,500 invoice",Sent password reset instructions,0.502,Create known issue,No,Yes,No,2024-03-30 20:25:09,674,Completed
WF-700159,TKT-100238,Categorization Agent,Analyze category,Customer reports connectivity issues affecting production,Initiated security incident response,0.67,Wait for customer,No,Yes,No,2024-05-07 11:38:34,517,Escalated
WF-700160,TKT-100480,Automation Agent,Execute action,Refund request for damaged product,Sent password reset instructions,0.722,Request more info,Yes,No,No,2024-06-28 12:42:45,4859,Completed
WF-700161,TKT-101937,Automation Agent,Update records,Firmware update installation failed,Provided authentication troubleshooting steps,0.517,Send template response,No,Yes,No,2024-05-29 05:18:17,4480,Completed
WF-700162,TKT-101707,Supervisor Agent,Escalation decision,Refund request for damaged product,Initiated security incident response,0.506,Auto-resolve from KB,No,Yes,No,2024-04-14 13:50:40,1066,Pending
WF-700163,TKT-100444,Supervisor Agent,Quality check,New feature request for dashboard export,Escalated to Engineering for deep analysis,0.773,Route to specialist,Partial,Yes,No,2024-03-11 20:58:40,1824,Completed
WF-700164,TKT-101846,Resolution Agent,Search KB,Refund request for damaged product,Initiated security incident response,0.652,Escalate to manager,No,Yes,No,2024-03-02 00:34:39,2582,Completed
WF-700165,TKT-101943,Supervisor Agent,Review output,New feature request for dashboard export,Offered firmware rollback or upgrade path,0.729,Auto-resolve from KB,No,No,No,2024-06-16 05:07:29,1600,Completed
WF-700166,TKT-100257,Automation Agent,Execute action,"Billing dispute for $4,500 invoice",Recommended database optimization,0.644,Escalate to manager,No,Yes,No,2024-04-22 07:25:37,3157,Completed
WF-700167,TKT-101665,Categorization Agent,Assess priority,VPN client authentication failure,Offered firmware rollback or upgrade path,0.744,Auto-resolve from KB,No,No,No,2024-04-12 13:32:50,3435,Escalated
WF-700168,TKT-100266,Automation Agent,Update records,VPN client authentication failure,Referred to Billing specialist for investigation,0.683,Auto-resolve from KB,No,Yes,No,2024-03-27 22:46:14,2001,Completed
WF-700169,TKT-100733,Categorization Agent,Route decision,API integration timeout errors,Routed to Network Operations team,0.577,Schedule callback,No,Yes,No,2024-03-07 08:31:18,3179,Completed
WF-700170,TKT-100259,Supervisor Agent,Escalation decision,"Billing dispute for $4,500 invoice",Referred to Billing specialist for investigation,0.829,Wait for customer,Yes,No,No,2024-02-20 06:42:40,3410,Completed
WF-700171,TKT-101215,Intake Agent,Extract info,Database performance degradation,Logged feature request in product backlog,0.773,Auto-resolve from KB,No,Yes,No,2024-02-01 16:48:55,2243,Pending
WF-700172,TKT-101349,Automation Agent,Update records,Password reset request for shared account,Routed to Network Operations team,0.895,Auto-resolve from KB,Partial,Yes,No,2024-05-21 18:25:58,264,Completed
WF-700173,TKT-100873,Intake Agent,Extract info,Password reset request for shared account,Referred to Billing specialist for investigation,0.939,Route to specialist,Yes,No,No,2024-03-25 14:49:54,874,In Progress
WF-700174,TKT-100258,Resolution Agent,Format response,Firmware update installation failed,Recommended database optimization,0.56,Request more info,Partial,Yes,No,2024-01-02 11:54:40,1408,Completed
WF-700175,TKT-101223,Automation Agent,Update records,Password reset request for shared account,Recommended database optimization,0.901,Send template response,No,No,No,2024-04-28 04:03:16,4941,Failed
WF-700176,TKT-101746,Automation Agent,Send notification,New feature request for dashboard export,Processed refund request and return label,0.669,Wait for customer,No,Yes,No,2024-01-24 12:40:48,3677,In Progress
WF-700177,TKT-100847,Resolution Agent,Generate solution,Refund request for damaged product,Processed refund request and return label,0.926,Route to specialist,No,No,No,2024-04-23 09:59:14,4323,Completed
WF-700178,TKT-100522,Resolution Agent,Search KB,Password reset request for shared account,Referred to Billing specialist for investigation,0.751,Route to specialist,No,Yes,No,2024-04-12 06:35:52,4133,In Progress
WF-700179,TKT-100197,Resolution Agent,Search KB,Database performance degradation,Routed to Network Operations team,0.568,Archive ticket,Partial,Yes,No,2024-01-29 21:21:48,2151,Completed
WF-700180,TKT-101372,Intake Agent,Extract info,API integration timeout errors,Processed refund request and return label,0.839,Auto-resolve from KB,No,Yes,No,2024-04-09 15:56:24,2275,Completed
WF-700181,TKT-100720,Intake Agent,Validate format,Database performance degradation,Logged feature request in product backlog,0.634,Schedule callback,No,Yes,No,2024-04-15 04:38:45,4783,Completed
WF-700182,TKT-100459,Intake Agent,Extract info,Database performance degradation,Escalated to Engineering for deep analysis,0.567,Route to specialist,Partial,Yes,No,2024-04-07 13:00:28,745,In Progress
WF-700183,TKT-101175,Categorization Agent,Assess priority,Database performance degradation,Offered firmware rollback or upgrade path,0.826,Archive ticket,No,No,No,2024-05-01 10:06:37,1808,Failed
WF-700184,TKT-101698,Resolution Agent,Search KB,VPN client authentication failure,Initiated security incident response,0.523,Create known issue,No,Yes,No,2024-02-05 21:50:17,1486,Completed
WF-700185,TKT-100718,Intake Agent,Parse ticket,VPN client authentication failure,Offered firmware rollback or upgrade path,0.533,Send template response,Partial,Yes,No,2024-04-22 06:52:42,2158,Completed
WF-700186,TKT-101517,Intake Agent,Parse ticket,Database performance degradation,Logged feature request in product backlog,0.646,Send template response,No,Yes,No,2024-05-31 01:20:53,4293,Completed
WF-700187,TKT-100698,Categorization Agent,Assess priority,Security alert for suspicious login attempts,Escalated to Engineering for deep analysis,0.566,Route to specialist,No,Yes,No,2024-05-27 18:41:38,1885,Completed
WF-700188,TKT-100318,Categorization Agent,Route decision,Customer reports connectivity issues affecting production,Referred to Billing specialist for investigation,0.912,Create known issue,Partial,No,No,2024-06-02 00:25:24,4560,Completed
WF-700189,TKT-101243,Supervisor Agent,Quality check,Security alert for suspicious login attempts,Logged feature request in product backlog,0.669,Archive ticket,No,Yes,No,2024-04-13 15:22:17,1340,In Progress
WF-700190,TKT-100880,Intake Agent,Extract info,Firmware update installation failed,Sent password reset instructions,0.725,Archive ticket,Yes,No,Yes,2024-06-20 20:53:06,3669,In Progress
WF-700191,TKT-100809,Automation Agent,Execute action,Customer reports connectivity issues affecting production,Logged feature request in product backlog,0.633,Create known issue,No,Yes,No,2024-02-18 09:56:12,2422,Completed
WF-700192,TKT-101571,Categorization Agent,Assess priority,Security alert for suspicious login attempts,Escalated to Engineering for deep analysis,0.887,Route to specialist,No,No,No,2024-03-23 19:50:31,4207,Completed
WF-700193,TKT-100359,Categorization Agent,Assess priority,Database performance degradation,Logged feature request in product backlog,0.813,Archive ticket,No,No,No,2024-01-25 15:29:21,2521,In Progress
WF-700194,TKT-100725,Intake Agent,Extract info,Customer reports connectivity issues affecting production,Processed refund request and return label,0.74,Auto-resolve from KB,No,No,No,2024-01-26 07:45:35,4093,Completed
WF-700195,TKT-100641,Automation Agent,Update records,Firmware update installation failed,Processed refund request and return label,0.846,Send template response,Partial,No,No,2024-03-26 22:51:50,4090,Completed
WF-700196,TKT-101978,Resolution Agent,Search KB,Firmware update installation failed,Sent password reset instructions,0.517,Request more info,No,Yes,No,2024-03-12 23:10:41,4332,Completed
WF-700197,TKT-101729,Intake Agent,Parse ticket,Refund request for damaged product,Offered firmware rollback or upgrade path,0.707,Send template response,No,No,No,2024-06-15 05:23:46,3394,Escalated
WF-700198,TKT-100635,Resolution Agent,Search KB,API integration timeout errors,Provided authentication troubleshooting steps,0.656,Route to specialist,Partial,Yes,No,2024-04-17 15:52:12,1282,Completed
WF-700199,TKT-100233,Automation Agent,Send notification,New feature request for dashboard export,Escalated to Engineering for deep analysis,0.538,Request more info,No,Yes,No,2024-04-17 11:23:18,3083,Completed
WF-700200,TKT-101677,Categorization Agent,Analyze category,"Billing dispute for $4,500 invoice",Provided authentication troubleshooting steps,0.654,Create known issue,No,Yes,No,2024-06-09 22:01:13,1020,In Progress
WF-700201,TKT-101233,Categorization Agent,Route decision,"Billing dispute for $4,500 invoice",Provided authentication troubleshooting steps,0.93,Wait for customer,No,No,No,2024-06-06 08:10:30,838,Escalated
WF-700202,TKT-101186,Supervisor Agent,Escalation decision,Firmware update installation failed,Offered firmware rollback or upgrade path,0.591,Request more info,No,Yes,No,2024-02-15 04:32:51,3910,Completed
WF-700203,TKT-101284,Resolution Agent,Search KB,Password reset request for shared account,Referred to Billing specialist for investigation,0.526,Wait for customer,Yes,Yes,No,2024-01-16 23:43:51,4513,Completed
WF-700204,TKT-100620,Resolution Agent,Format response,Customer reports connectivity issues affecting production,Escalated to Engineering for deep analysis,0.633,Archive ticket,No,Yes,No,2024-03-24 03:31:16,1020,Completed
WF-700205,TKT-100945,Supervisor Agent,Review output,Customer reports connectivity issues affecting production,Escalated to Engineering for deep analysis,0.859,Create known issue,Yes,No,No,2024-06-06 09:40:01,3600,Completed
WF-700206,TKT-101751,Intake Agent,Validate format,Firmware update installation failed,Recommended database optimization,0.645,Send template response,No,Yes,No,2024-03-13 01:14:54,531,Completed
WF-700207,TKT-101135,Intake Agent,Extract info,Firmware update installation failed,Logged feature request in product backlog,0.688,Request more info,No,Yes,No,2024-03-01 12:30:28,2334,Escalated
WF-700208,TKT-101026,Categorization Agent,Analyze category,Password reset request for shared account,Referred to Billing specialist for investigation,0.544,Request more info,No,Yes,No,2024-03-28 08:15:57,1563,Escalated
WF-700209,TKT-100172,Automation Agent,Send notification,VPN client authentication failure,Routed to Network Operations team,0.801,Escalate to manager,No,Yes,No,2024-05-27 22:37:50,4967,Completed
WF-700210,TKT-101073,Automation Agent,Send notification,VPN client authentication failure,Escalated to Engineering for deep analysis,0.613,Request more info,Partial,Yes,No,2024-02-26 23:00:56,1489,Completed
WF-700211,TKT-100793,Supervisor Agent,Quality check,Firmware update installation failed,Routed to Network Operations team,0.591,Request more info,No,Yes,No,2024-02-23 20:12:30,3945,Failed
WF-700212,TKT-100193,Automation Agent,Send notification,Refund request for damaged product,Initiated security incident response,0.606,Create known issue,No,Yes,No,2024-05-02 02:07:37,2013,Completed
WF-700213,TKT-101344,Automation Agent,Execute action,API integration timeout errors,Referred to Billing specialist for investigation,0.752,Schedule callback,No,Yes,No,2024-01-13 02:01:27,102,Failed
WF-700214,TKT-101343,Supervisor Agent,Review output,Firmware update installation failed,Referred to Billing specialist for investigation,0.866,Create known issue,Yes,No,No,2024-04-07 04:54:34,4775,Completed
WF-700215,TKT-100672,Categorization Agent,Route decision,Database performance degradation,Referred to Billing specialist for investigation,0.93,Send template response,No,No,Yes,2024-06-01 07:12:11,1087,Completed
WF-700216,TKT-100632,Categorization Agent,Analyze category,API integration timeout errors,Sent password reset instructions,0.517,Escalate to manager,No,Yes,No,2024-05-03 09:22:22,1660,Completed
WF-700217,TKT-100281,Categorization Agent,Analyze category,Security alert for suspicious login attempts,Referred to Billing specialist for investigation,0.502,Archive ticket,No,Yes,No,2024-02-29 02:45:03,1013,Completed
WF-700218,TKT-101710,Automation Agent,Execute action,API integration timeout errors,Offered firmware rollback or upgrade path,0.835,Schedule callback,Yes,No,No,2024-02-14 00:39:56,4788,Completed
WF-700219,TKT-100370,Automation Agent,Execute action,Password reset request for shared account,Routed to Network Operations team,0.944,Send template response,No,No,No,2024-03-31 23:57:11,3211,In Progress
WF-700220,TKT-101985,Supervisor Agent,Escalation decision,Security alert for suspicious login attempts,Sent password reset instructions,0.891,Escalate to manager,No,No,No,2024-02-14 07:18:12,1804,Completed
