analysis_id,ticket_id,product_id,uploaded_image_name,damage_detected,damage_type,color_mismatch,missing_component,ocr_detected_text,image_confidence_score,recommended_decision,fraud_risk_score,manual_review_required,analysis_timestamp
IMG-800707,TKT-101110,PROD-1739,product_image_00707.jpg,No,,No,No,Serial: SN-2024-001,0.763,No Action Needed,0.055,No,2024-05-31 21:08:26
IMG-800708,TKT-101935,PROD-1739,product_image_00708.jpg,No,,No,No,,0.923,No Action Needed,0.088,No,2024-03-18 06:31:14
IMG-800709,TKT-100844,PROD-1057,product_image_00709.jpg,No,,No,No,,0.906,No Action Needed,0.083,No,2024-01-20 14:32:15
IMG-800710,TKT-100473,PROD-1522,product_image_00710.jpg,No,,No,No,,0.89,No Action Needed,0.077,No,2024-02-25 20:28:37
IMG-800711,TKT-100018,PROD-1816,product_image_00711.jpg,No,,No,No,Part Number: PN-88421,0.668,No Action Needed,0.075,Yes,2024-06-20 19:04:54
IMG-800712,TKT-100123,PROD-1790,product_image_00712.jpg,No,,No,No,Component: Active Directory,0.714,No Action Needed,0.075,Yes,2024-05-06 03:14:55
IMG-800713,TKT-101869,PROD-1711,product_image_00713.jpg,No,,No,No,Model: NP-5000X,0.686,No Action Needed,0.085,Yes,2024-04-21 03:11:56
IMG-800714,TKT-100013,PROD-1878,product_image_00714.jpg,No,,No,No,Model: NP-5000X,0.697,No Action Needed,0.065,Yes,2024-03-19 04:16:26
IMG-800715,TKT-100034,PROD-1878,product_image_00715.jpg,No,,No,No,,0.735,No Action Needed,0.095,Yes,2024-04-14 20:57:32
IMG-800716,TKT-101097,PROD-1423,product_image_00716.jpg,No,,Yes,No,Made in China,0.982,Approve Replacement,0.043,No,2024-03-18 07:04:24
IMG-800717,TKT-101651,PROD-1057,product_image_00717.jpg,No,,No,No,Serial: SN-2024-001,0.661,No Action Needed,0.021,Yes,2024-06-01 05:50:29
IMG-800718,TKT-101073,PROD-1057,product_image_00718.jpg,Yes,Missing Component,No,No,Input: 110-240V,0.803,Approve Partial Refund,0.137,No,2024-03-24 14:23:16
IMG-800719,TKT-100516,PROD-1232,product_image_00719.jpg,No,,No,No,Made in China,0.94,No Action Needed,0.071,No,2024-06-19 17:18:07
IMG-800720,TKT-100161,PROD-1232,product_image_00720.jpg,No,,No,No,,0.759,No Action Needed,0.064,No,2024-03-09 07:51:47
IMG-800721,TKT-100940,PROD-1790,product_image_00721.jpg,Yes,Missing Component,No,No,,0.813,Approve Partial Refund,0.035,No,2024-04-16 11:11:17
IMG-800722,TKT-100462,PROD-1423,product_image_00722.jpg,No,,No,No,Serial: SN-2024-001,0.691,No Action Needed,0.016,Yes,2024-01-18 07:29:10
IMG-800723,TKT-101338,PROD-1739,product_image_00723.jpg,No,,No,No,Made in China,0.824,No Action Needed,0.041,No,2024-06-19 11:57:46
IMG-800724,TKT-100772,PROD-1878,product_image_00724.jpg,No,,No,No,Model: NP-5000X,0.662,No Action Needed,0.099,Yes,2024-02-03 19:52:17
IMG-800725,TKT-101439,PROD-1057,product_image_00725.jpg,No,,Yes,No,Made in China,0.923,Approve Replacement,0.041,No,2024-06-19 22:50:14
IMG-800726,TKT-101320,PROD-1232,product_image_00726.jpg,No,,No,No,Serial: SN-2024-001,0.878,No Action Needed,0.013,No,2024-04-07 11:36:25
IMG-800727,TKT-101832,PROD-1878,product_image_00727.jpg,Yes,Scratches,No,No,Component: Active Directory,0.841,Approve Replacement,0.198,Yes,2024-03-08 10:56:45
IMG-800728,TKT-100973,PROD-1423,product_image_00728.jpg,No,,No,No,Serial: SN-2024-001,0.832,No Action Needed,0.087,No,2024-06-23 09:37:15
IMG-800729,TKT-101401,PROD-1423,product_image_00729.jpg,No,,No,Yes,,0.957,Approve Replacement,0.016,No,2024-03-12 22:29:20
IMG-800730,TKT-101154,PROD-1739,product_image_00730.jpg,No,,No,No,Part Number: PN-88421,0.713,No Action Needed,0.049,Yes,2024-02-29 06:59:46
IMG-800731,TKT-100032,PROD-1816,product_image_00731.jpg,No,,No,No,Made in China,0.925,No Action Needed,0.076,No,2024-02-11 23:29:37
IMG-800732,TKT-101902,PROD-1522,product_image_00732.jpg,No,,No,No,Component: Active Directory,0.988,No Action Needed,0.038,No,2024-04-19 06:39:51
IMG-800733,TKT-100492,PROD-1790,product_image_00733.jpg,No,,No,No,,0.674,No Action Needed,0.092,Yes,2024-05-04 17:53:04
IMG-800734,TKT-100796,PROD-1878,product_image_00734.jpg,No,,No,No,Warranty: 12 months,0.975,No Action Needed,0.032,No,2024-01-16 20:36:59
IMG-800735,TKT-101618,PROD-1522,product_image_00735.jpg,No,,No,No,Part Number: PN-88421,0.689,No Action Needed,0.085,Yes,2024-06-19 08:53:36
IMG-800736,TKT-100109,PROD-1522,product_image_00736.jpg,No,,No,No,Serial: SN-2024-001,0.747,No Action Needed,0.036,Yes,2024-02-15 02:33:16
IMG-800737,TKT-100697,PROD-1790,product_image_00737.jpg,No,,No,No,,0.885,No Action Needed,0.025,No,2024-05-04 22:19:16
IMG-800738,TKT-101955,PROD-1790,product_image_00738.jpg,No,,No,No,Part Number: PN-88421,0.876,No Action Needed,0.021,No,2024-02-27 16:16:05
IMG-800739,TKT-100060,PROD-1423,product_image_00739.jpg,No,,No,No,,0.973,No Action Needed,0.029,No,2024-03-19 23:03:07
IMG-800740,TKT-100922,PROD-1711,product_image_00740.jpg,No,,No,No,Input: 110-240V,0.94,No Action Needed,0.02,No,2024-03-09 22:08:57
IMG-800741,TKT-101927,PROD-1652,product_image_00741.jpg,Yes,Rust,No,No,Component: Active Directory,0.914,Approve Replacement,0.161,Yes,2024-03-27 17:40:56
IMG-800742,TKT-101353,PROD-1652,product_image_00742.jpg,No,,No,No,Component: Active Directory,0.887,No Action Needed,0.093,No,2024-04-14 13:22:08
IMG-800743,TKT-100604,PROD-1816,product_image_00743.jpg,No,,No,No,,0.861,No Action Needed,0.084,No,2024-06-06 15:23:41
IMG-800744,TKT-100168,PROD-1423,product_image_00744.jpg,No,,No,No,Warranty: 12 months,0.874,No Action Needed,0.061,No,2024-02-25 05:16:24
IMG-800745,TKT-101514,PROD-1652,product_image_00745.jpg,No,,No,No,Serial: SN-2024-001,0.716,No Action Needed,0.052,Yes,2024-05-09 20:15:02
IMG-800746,TKT-100187,PROD-1739,product_image_00746.jpg,No,,No,No,,0.675,No Action Needed,0.062,Yes,2024-03-14 07:32:40
IMG-800747,TKT-100910,PROD-1232,product_image_00747.jpg,No,,No,No,,0.677,No Action Needed,0.023,Yes,2024-04-29 08:42:56
IMG-800748,TKT-100209,PROD-1057,product_image_00748.jpg,No,,No,No,Made in China,0.733,No Action Needed,0.083,Yes,2024-03-08 04:21:36
IMG-800749,TKT-100919,PROD-1878,product_image_00749.jpg,Yes,Crack,No,No,Serial: SN-2024-001,0.893,Approve Replacement,0.117,No,2024-06-05 09:08:39
IMG-800750,TKT-100053,PROD-1522,product_image_00750.jpg,Yes,Burn Mark,No,No,Component: Active Directory,0.752,Approve Replacement,0.058,No,2024-01-14 09:08:44
IMG-800751,TKT-101224,PROD-1232,product_image_00751.jpg,No,,No,No,,0.853,No Action Needed,0.089,No,2024-01-09 21:23:24
IMG-800752,TKT-100025,PROD-1423,product_image_00752.jpg,No,,No,No,Serial: SN-2024-001,0.903,No Action Needed,0.093,No,2024-06-02 00:02:33
IMG-800753,TKT-101484,PROD-1878,product_image_00753.jpg,No,,No,No,,0.715,No Action Needed,0.093,Yes,2024-01-19 19:25:04
IMG-800754,TKT-100497,PROD-1790,product_image_00754.jpg,No,,No,No,Made in China,0.897,No Action Needed,0.082,No,2024-06-02 05:30:10
IMG-800755,TKT-100347,PROD-1057,product_image_00755.jpg,No,,No,No,WARNING: Do not expose to moisture,0.765,No Action Needed,0.059,No,2024-05-31 09:26:20
IMG-800756,TKT-101009,PROD-1057,product_image_00756.jpg,No,,No,Yes,Made in China,0.671,Approve Replacement,0.045,Yes,2024-06-05 01:16:22
IMG-800757,TKT-100565,PROD-1652,product_image_00757.jpg,No,,No,No,Serial: SN-2024-001,0.905,No Action Needed,0.059,No,2024-03-30 12:34:14
IMG-800758,TKT-100739,PROD-1423,product_image_00758.jpg,No,,Yes,No,,0.686,Approve Replacement,0.058,Yes,2024-06-02 14:20:58
IMG-800759,TKT-101476,PROD-1711,product_image_00759.jpg,No,,No,No,MFG: 2024-01,0.977,No Action Needed,0.058,No,2024-03-18 07:18:47
IMG-800760,TKT-100937,PROD-1522,product_image_00760.jpg,No,,No,No,Model: NP-5000X,0.796,No Action Needed,0.015,No,2024-03-27 16:14:06
IMG-800761,TKT-101943,PROD-1652,product_image_00761.jpg,No,,No,No,Component: Active Directory,0.901,No Action Needed,0.087,No,2024-02-15 01:23:14
IMG-800762,TKT-100778,PROD-1232,product_image_00762.jpg,No,,No,No,Made in China,0.792,No Action Needed,0.038,No,2024-02-13 00:33:16
IMG-800763,TKT-101670,PROD-1790,product_image_00763.jpg,No,,No,No,Part Number: PN-88421,0.927,No Action Needed,0.064,No,2024-02-20 19:38:46
IMG-800764,TKT-101235,PROD-1816,product_image_00764.jpg,No,,No,No,Warranty: 12 months,0.939,No Action Needed,0.018,No,2024-05-14 16:03:06
IMG-800765,TKT-101975,PROD-1652,product_image_00765.jpg,No,,No,No,,0.902,No Action Needed,0.081,No,2024-01-09 10:01:50
IMG-800766,TKT-100596,PROD-1711,product_image_00766.jpg,No,,No,No,,0.904,No Action Needed,0.085,No,2024-06-14 09:33:29
IMG-800767,TKT-101601,PROD-1816,product_image_00767.jpg,No,,No,No,WARNING: Do not expose to moisture,0.895,No Action Needed,0.094,No,2024-04-17 02:52:38
IMG-800768,TKT-101672,PROD-1652,product_image_00768.jpg,No,,Yes,No,Component: Active Directory,0.691,Approve Replacement,0.037,Yes,2024-04-24 05:37:04
IMG-800769,TKT-100409,PROD-1790,product_image_00769.jpg,No,,No,No,,0.779,No Action Needed,0.066,No,2024-05-11 16:44:01
IMG-800770,TKT-100368,PROD-1878,product_image_00770.jpg,No,,No,No,Max Capacity: 5TB,0.851,No Action Needed,0.027,No,2024-02-20 18:02:32
IMG-800771,TKT-101931,PROD-1816,product_image_00771.jpg,No,,No,No,WARNING: Do not expose to moisture,0.764,No Action Needed,0.057,No,2024-01-10 08:05:40
IMG-800772,TKT-101702,PROD-1522,product_image_00772.jpg,No,,No,No,,0.798,No Action Needed,0.069,No,2024-03-26 05:35:16
IMG-800773,TKT-101629,PROD-1652,product_image_00773.jpg,No,,Yes,No,Warranty: 12 months,0.782,Approve Replacement,0.036,No,2024-06-02 12:55:01
IMG-800774,TKT-101297,PROD-1423,product_image_00774.jpg,No,,No,No,Warranty: 12 months,0.94,No Action Needed,0.014,No,2024-05-13 23:13:20
IMG-800775,TKT-101464,PROD-1652,product_image_00775.jpg,No,,Yes,No,,0.879,Approve Replacement,0.04,No,2024-03-10 23:50:44
IMG-800776,TKT-100151,PROD-1711,product_image_00776.jpg,No,,No,No,,0.916,No Action Needed,0.078,No,2024-04-05 15:18:07
IMG-800777,TKT-100981,PROD-1790,product_image_00777.jpg,Yes,Rust,No,No,Made in China,0.779,Approve Partial Refund,0.122,No,2024-01-23 11:25:39
IMG-800778,TKT-101113,PROD-1739,product_image_00778.jpg,No,,No,No,,0.836,No Action Needed,0.095,No,2024-01-02 21:45:53
IMG-800779,TKT-100736,PROD-1878,product_image_00779.jpg,Yes,Water Damage,No,No,Serial: SN-2024-001,0.943,Approve Replacement,0.167,Yes,2024-03-28 01:52:07
IMG-800780,TKT-100223,PROD-1816,product_image_00780.jpg,Yes,Burn Mark,No,No,Component: Active Directory,0.911,Approve Partial Refund,0.243,Yes,2024-06-12 22:42:11
IMG-800781,TKT-100090,PROD-1790,product_image_00781.jpg,No,,No,No,,0.718,No Action Needed,0.034,Yes,2024-03-05 09:15:13
IMG-800782,TKT-101387,PROD-1652,product_image_00782.jpg,Yes,Burn Mark,No,No,,0.858,Approve Replacement,0.07,No,2024-01-29 15:08:50
IMG-800783,TKT-100881,PROD-1522,product_image_00783.jpg,No,,No,No,WARNING: Do not expose to moisture,0.684,No Action Needed,0.011,Yes,2024-06-04 03:00:28
IMG-800784,TKT-100454,PROD-1878,product_image_00784.jpg,No,,No,Yes,,0.784,Approve Replacement,0.087,No,2024-01-16 06:55:04
IMG-800785,TKT-101142,PROD-1790,product_image_00785.jpg,No,,No,No,MFG: 2024-01,0.956,No Action Needed,0.066,No,2024-04-19 00:10:54
IMG-800786,TKT-100912,PROD-1232,product_image_00786.jpg,No,,No,No,Component: Active Directory,0.88,No Action Needed,0.037,No,2024-03-25 16:41:41
IMG-800787,TKT-101414,PROD-1878,product_image_00787.jpg,No,,No,No,Model: NP-5000X,0.664,No Action Needed,0.039,Yes,2024-06-16 14:21:00
IMG-800788,TKT-100988,PROD-1522,product_image_00788.jpg,No,,No,No,Serial: SN-2024-001,0.795,No Action Needed,0.061,No,2024-02-22 03:39:21
IMG-800789,TKT-100237,PROD-1057,product_image_00789.jpg,Yes,Burn Mark,No,No,Max Capacity: 5TB,0.951,Approve Replacement,0.139,No,2024-01-28 07:45:59
IMG-800790,TKT-101606,PROD-1816,product_image_00790.jpg,No,,No,No,Part Number: PN-88421,0.801,No Action Needed,0.054,No,2024-02-27 00:43:57
IMG-800791,TKT-100975,PROD-1522,product_image_00791.jpg,Yes,Paint Chipping,No,No,,0.723,Approve Partial Refund,0.232,Yes,2024-02-20 12:59:22
IMG-800792,TKT-100926,PROD-1232,product_image_00792.jpg,No,,No,No,Model: NP-5000X,0.782,No Action Needed,0.035,No,2024-05-19 07:23:47
IMG-800793,TKT-101659,PROD-1522,product_image_00793.jpg,No,,Yes,No,Part Number: PN-88421,0.788,Approve Replacement,0.032,No,2024-04-10 11:44:52
IMG-800794,TKT-101327,PROD-1522,product_image_00794.jpg,No,,No,No,Warranty: 12 months,0.761,No Action Needed,0.078,No,2024-01-04 15:42:54
IMG-800795,TKT-101904,PROD-1816,product_image_00795.jpg,No,,No,No,Input: 110-240V,0.67,No Action Needed,0.037,Yes,2024-01-01 19:00:47
IMG-800796,TKT-100327,PROD-1232,product_image_00796.jpg,No,,No,No,Max Capacity: 5TB,0.848,No Action Needed,0.09,No,2024-06-15 19:45:01
IMG-800797,TKT-100474,PROD-1652,product_image_00797.jpg,No,,No,No,Warranty: 12 months,0.79,No Action Needed,0.055,No,2024-05-09 21:29:20
IMG-800798,TKT-101311,PROD-1652,product_image_00798.jpg,No,,No,Yes,Component: Active Directory,0.775,Approve Replacement,0.098,No,2024-02-20 21:32:07
IMG-800799,TKT-101808,PROD-1816,product_image_00799.jpg,No,,No,No,Made in China,0.894,No Action Needed,0.05,No,2024-06-06 00:58:11
IMG-800800,TKT-100796,PROD-1739,product_image_00800.jpg,No,,No,No,,0.989,No Action Needed,0.048,No,2024-03-16 04:55:18
IMG-800801,TKT-100421,PROD-1423,product_image_00801.jpg,Yes,Broken Screen,No,No,Input: 110-240V,0.725,Approve Refund,0.048,Yes,2024-03-24 17:07:26
IMG-800802,TKT-100382,PROD-1232,product_image_00802.jpg,No,,No,No,Max Capacity: 5TB,0.821,No Action Needed,0.086,No,2024-05-26 02:23:25
IMG-800803,TKT-100233,PROD-1423,product_image_00803.jpg,No,,No,No,Max Capacity: 5TB,0.893,No Action Needed,0.098,No,2024-02-13 04:16:06
IMG-800804,TKT-101080,PROD-1232,product_image_00804.jpg,Yes,Water Damage,Yes,No,Made in China,0.929,Approve Replacement,0.12,No,2024-02-10 12:28:41
IMG-800805,TKT-101202,PROD-1522,product_image_00805.jpg,No,,No,No,Max Capacity: 5TB,0.667,No Action Needed,0.019,Yes,2024-04-01 23:00:00
IMG-800806,TKT-101264,PROD-1057,product_image_00806.jpg,No,,No,Yes,,0.657,Approve Replacement,0.08,Yes,2024-03-02 09:48:14
IMG-800807,TKT-101445,PROD-1423,product_image_00807.jpg,No,,No,No,,0.749,No Action Needed,0.061,Yes,2024-05-20 22:08:13
IMG-800808,TKT-101208,PROD-1522,product_image_00808.jpg,No,,No,No,Part Number: PN-88421,0.985,No Action Needed,0.033,No,2024-04-04 04:37:25
IMG-800809,TKT-100241,PROD-1816,product_image_00809.jpg,No,,No,No,Warranty: 12 months,0.971,No Action Needed,0.015,No,2024-04-25 05:56:35
IMG-800810,TKT-100764,PROD-1057,product_image_00810.jpg,No,,No,No,Made in China,0.811,No Action Needed,0.039,No,2024-02-26 19:47:40
IMG-800811,TKT-101221,PROD-1057,product_image_00811.jpg,No,,No,No,Made in China,0.929,No Action Needed,0.045,No,2024-02-09 12:19:14
IMG-800812,TKT-100380,PROD-1711,product_image_00812.jpg,No,,No,No,Warranty: 12 months,0.675,No Action Needed,0.02,Yes,2024-04-07 06:48:22
IMG-800813,TKT-101136,PROD-1057,product_image_00813.jpg,No,,No,No,Warranty: 12 months,0.768,No Action Needed,0.081,No,2024-03-06 21:07:30
IMG-800814,TKT-100383,PROD-1232,product_image_00814.jpg,No,,No,No,,0.977,No Action Needed,0.058,No,2024-01-17 03:06:22
IMG-800815,TKT-101268,PROD-1739,product_image_00815.jpg,No,,No,No,,0.722,No Action Needed,0.088,Yes,2024-03-21 19:46:46
IMG-800816,TKT-101949,PROD-1739,product_image_00816.jpg,No,,No,No,MFG: 2024-01,0.94,No Action Needed,0.055,No,2024-01-29 14:10:12
IMG-800817,TKT-101669,PROD-1652,product_image_00817.jpg,No,,No,No,,0.776,No Action Needed,0.079,No,2024-04-08 05:52:00
IMG-800818,TKT-101035,PROD-1711,product_image_00818.jpg,No,,No,No,Max Capacity: 5TB,0.815,No Action Needed,0.081,No,2024-01-27 13:57:31
IMG-800819,TKT-100851,PROD-1711,product_image_00819.jpg,No,,No,No,Serial: SN-2024-001,0.73,No Action Needed,0.023,Yes,2024-04-05 15:03:25
IMG-800820,TKT-101157,PROD-1739,product_image_00820.jpg,No,,No,No,,0.677,No Action Needed,0.074,Yes,2024-06-15 08:16:17
IMG-800821,TKT-100451,PROD-1423,product_image_00821.jpg,No,,No,No,MFG: 2024-01,0.776,No Action Needed,0.018,No,2024-02-07 03:57:46
IMG-800822,TKT-101101,PROD-1423,product_image_00822.jpg,No,,No,No,Max Capacity: 5TB,0.979,No Action Needed,0.096,No,2024-05-12 10:38:05
IMG-800823,TKT-101158,PROD-1711,product_image_00823.jpg,No,,No,No,Serial: SN-2024-001,0.801,No Action Needed,0.039,No,2024-05-29 21:22:38
IMG-800824,TKT-101172,PROD-1522,product_image_00824.jpg,No,,No,No,Input: 110-240V,0.667,No Action Needed,0.045,Yes,2024-01-01 16:15:02
IMG-800825,TKT-101686,PROD-1232,product_image_00825.jpg,No,,No,No,Model: NP-5000X,0.715,No Action Needed,0.038,Yes,2024-05-19 15:53:10
IMG-800826,TKT-101556,PROD-1711,product_image_00826.jpg,No,,No,No,Made in China,0.984,No Action Needed,0.032,No,2024-03-02 14:04:14
IMG-800827,TKT-100209,PROD-1816,product_image_00827.jpg,No,,No,No,Model: NP-5000X,0.653,No Action Needed,0.054,Yes,2024-02-14 21:42:17
IMG-800828,TKT-100921,PROD-1423,product_image_00828.jpg,No,,No,No,Serial: SN-2024-001,0.927,No Action Needed,0.048,No,2024-06-08 23:23:01
IMG-800829,TKT-100899,PROD-1522,product_image_00829.jpg,No,,No,No,,0.814,No Action Needed,0.03,No,2024-01-13 01:31:35
IMG-800830,TKT-100485,PROD-1816,product_image_00830.jpg,No,,No,No,,0.742,No Action Needed,0.078,Yes,2024-05-16 18:07:22
IMG-800831,TKT-101204,PROD-1232,product_image_00831.jpg,No,,No,No,,0.946,No Action Needed,0.048,No,2024-03-08 16:15:35
IMG-800832,TKT-101249,PROD-1652,product_image_00832.jpg,No,,No,No,Warranty: 12 months,0.797,No Action Needed,0.018,No,2024-02-15 18:26:21
IMG-800833,TKT-101607,PROD-1816,product_image_00833.jpg,Yes,Missing Component,No,No,,0.729,Approve Partial Refund,0.248,Yes,2024-03-17 03:27:47
IMG-800834,TKT-101167,PROD-1232,product_image_00834.jpg,No,,No,No,Component: Active Directory,0.801,No Action Needed,0.022,No,2024-03-07 02:20:18
IMG-800835,TKT-101103,PROD-1057,product_image_00835.jpg,No,,No,No,WARNING: Do not expose to moisture,0.94,No Action Needed,0.015,No,2024-02-26 16:03:56
IMG-800836,TKT-100592,PROD-1790,product_image_00836.jpg,No,,No,No,Input: 110-240V,0.906,No Action Needed,0.061,No,2024-06-21 01:34:26
IMG-800837,TKT-101843,PROD-1522,product_image_00837.jpg,No,,No,No,Made in China,0.952,No Action Needed,0.061,No,2024-04-15 15:06:27
IMG-800838,TKT-101881,PROD-1739,product_image_00838.jpg,No,,Yes,No,,0.817,Approve Replacement,0.038,No,2024-02-10 12:04:14
IMG-800839,TKT-101775,PROD-1057,product_image_00839.jpg,No,,No,No,,0.808,No Action Needed,0.022,No,2024-05-24 12:02:13
IMG-800840,TKT-100271,PROD-1816,product_image_00840.jpg,No,,No,No,Part Number: PN-88421,0.925,No Action Needed,0.079,No,2024-03-29 23:42:06
IMG-800841,TKT-101696,PROD-1816,product_image_00841.jpg,No,,No,No,,0.87,No Action Needed,0.051,No,2024-05-12 16:46:30
IMG-800842,TKT-101384,PROD-1652,product_image_00842.jpg,No,,No,No,Component: Active Directory,0.82,No Action Needed,0.037,No,2024-03-19 04:26:34
IMG-800843,TKT-101295,PROD-1423,product_image_00843.jpg,No,,No,No,Made in China,0.685,No Action Needed,0.023,Yes,2024-06-04 05:05:16
IMG-800844,TKT-100925,PROD-1522,product_image_00844.jpg,No,,No,No,Serial: SN-2024-001,0.945,No Action Needed,0.085,No,2024-01-24 08:52:12
IMG-800845,TKT-100825,PROD-1878,product_image_00845.jpg,Yes,Shattered Glass,No,Yes,Part Number: PN-88421,0.738,Approve Refund,0.043,Yes,2024-02-22 23:39:38
IMG-800846,TKT-100931,PROD-1711,product_image_00846.jpg,No,,No,No,Model: NP-5000X,0.934,No Action Needed,0.074,No,2024-04-04 23:17:28
IMG-800847,TKT-101779,PROD-1522,product_image_00847.jpg,No,,No,No,,0.798,No Action Needed,0.052,No,2024-03-04 21:37:32
IMG-800848,TKT-100938,PROD-1232,product_image_00848.jpg,No,,Yes,No,,0.897,Approve Replacement,0.085,No,2024-04-11 19:04:13
IMG-800849,TKT-101629,PROD-1878,product_image_00849.jpg,Yes,Rust,No,No,Made in China,0.949,Approve Replacement,0.139,No,2024-06-04 17:08:40
IMG-800850,TKT-101689,PROD-1816,product_image_00850.jpg,No,,No,No,Part Number: PN-88421,0.683,No Action Needed,0.016,Yes,2024-03-09 17:42:25
IMG-800851,TKT-101696,PROD-1423,product_image_00851.jpg,No,,No,No,Component: Active Directory,0.744,No Action Needed,0.046,Yes,2024-03-25 18:13:04
IMG-800852,TKT-100267,PROD-1790,product_image_00852.jpg,No,,No,No,,0.875,No Action Needed,0.084,No,2024-03-30 18:50:38
IMG-800853,TKT-101614,PROD-1232,product_image_00853.jpg,No,,No,No,,0.873,No Action Needed,0.014,No,2024-06-13 16:00:02
IMG-800854,TKT-101561,PROD-1739,product_image_00854.jpg,No,,No,No,Max Capacity: 5TB,0.806,No Action Needed,0.017,No,2024-06-03 01:02:29
IMG-800855,TKT-100033,PROD-1522,product_image_00855.jpg,No,,No,No,,0.969,No Action Needed,0.042,No,2024-04-06 03:35:16
IMG-800856,TKT-100323,PROD-1711,product_image_00856.jpg,No,,No,No,Made in China,0.865,No Action Needed,0.012,No,2024-01-20 18:50:47
IMG-800857,TKT-100414,PROD-1057,product_image_00857.jpg,No,,No,No,,0.836,No Action Needed,0.018,No,2024-06-02 07:13:13
IMG-800858,TKT-100618,PROD-1057,product_image_00858.jpg,No,,No,No,,0.713,No Action Needed,0.015,Yes,2024-05-30 17:28:08
IMG-800859,TKT-101795,PROD-1423,product_image_00859.jpg,No,,Yes,Yes,Part Number: PN-88421,0.845,Approve Replacement,0.084,No,2024-03-13 00:55:20
IMG-800860,TKT-100512,PROD-1522,product_image_00860.jpg,No,,No,Yes,Warranty: 12 months,0.9,Approve Replacement,0.066,No,2024-03-12 18:24:22
IMG-800861,TKT-100106,PROD-1652,product_image_00861.jpg,No,,No,No,MFG: 2024-01,0.746,No Action Needed,0.072,Yes,2024-03-06 21:11:52
IMG-800862,TKT-100879,PROD-1522,product_image_00862.jpg,No,,No,No,,0.824,No Action Needed,0.041,No,2024-05-04 18:13:22
IMG-800863,TKT-100002,PROD-1816,product_image_00863.jpg,No,,No,No,Warranty: 12 months,0.674,No Action Needed,0.069,Yes,2024-01-02 00:37:31
IMG-800864,TKT-101215,PROD-1816,product_image_00864.jpg,No,,No,No,Max Capacity: 5TB,0.752,No Action Needed,0.012,No,2024-05-08 08:08:19
IMG-800865,TKT-100019,PROD-1739,product_image_00865.jpg,No,,No,No,Serial: SN-2024-001,0.913,No Action Needed,0.03,No,2024-02-14 11:20:57
IMG-800866,TKT-101761,PROD-1652,product_image_00866.jpg,No,,Yes,No,Max Capacity: 5TB,0.982,Approve Replacement,0.03,No,2024-01-16 18:33:50
IMG-800867,TKT-100145,PROD-1816,product_image_00867.jpg,No,,No,No,Serial: SN-2024-001,0.755,No Action Needed,0.05,No,2024-05-20 23:26:01
IMG-800868,TKT-100211,PROD-1232,product_image_00868.jpg,Yes,Burn Mark,No,No,,0.669,Approve Partial Refund,0.12,Yes,2024-01-07 03:16:41
IMG-800869,TKT-100280,PROD-1652,product_image_00869.jpg,No,,No,No,,0.859,No Action Needed,0.03,No,2024-01-20 02:58:57
IMG-800870,TKT-101542,PROD-1057,product_image_00870.jpg,No,,No,No,Warranty: 12 months,0.809,No Action Needed,0.016,No,2024-01-30 23:20:03
IMG-800871,TKT-100140,PROD-1878,product_image_00871.jpg,No,,No,No,Component: Active Directory,0.92,No Action Needed,0.023,No,2024-01-22 05:36:23
IMG-800872,TKT-101331,PROD-1057,product_image_00872.jpg,No,,No,No,MFG: 2024-01,0.707,No Action Needed,0.093,Yes,2024-06-26 14:03:59
IMG-800873,TKT-101286,PROD-1057,product_image_00873.jpg,No,,No,No,,0.882,No Action Needed,0.067,No,2024-02-08 18:34:04
IMG-800874,TKT-101261,PROD-1711,product_image_00874.jpg,Yes,Missing Component,No,No,Serial: SN-2024-001,0.844,Approve Partial Refund,0.248,Yes,2024-04-10 15:30:09
IMG-800875,TKT-100286,PROD-1522,product_image_00875.jpg,No,,No,No,Made in China,0.985,No Action Needed,0.072,No,2024-06-27 02:49:55
IMG-800876,TKT-100719,PROD-1652,product_image_00876.jpg,No,,No,No,Warranty: 12 months,0.928,No Action Needed,0.05,No,2024-01-29 06:54:05
IMG-800877,TKT-100507,PROD-1423,product_image_00877.jpg,No,,No,No,MFG: 2024-01,0.968,No Action Needed,0.095,No,2024-03-21 17:22:12
IMG-800878,TKT-101133,PROD-1790,product_image_00878.jpg,No,,No,No,Component: Active Directory,0.673,No Action Needed,0.034,Yes,2024-01-29 18:54:05
IMG-800879,TKT-100583,PROD-1739,product_image_00879.jpg,No,,No,No,,0.881,No Action Needed,0.037,No,2024-06-25 06:35:23
IMG-800880,TKT-101348,PROD-1423,product_image_00880.jpg,No,,No,No,Component: Active Directory,0.945,No Action Needed,0.026,No,2024-04-11 07:13:48
IMG-800881,TKT-101043,PROD-1816,product_image_00881.jpg,No,,No,No,,0.652,No Action Needed,0.082,Yes,2024-04-28 21:27:41
IMG-800882,TKT-100605,PROD-1739,product_image_00882.jpg,No,,No,No,,0.912,No Action Needed,0.067,No,2024-03-09 10:23:40
IMG-800883,TKT-101625,PROD-1816,product_image_00883.jpg,No,,No,No,Serial: SN-2024-001,0.684,No Action Needed,0.034,Yes,2024-05-10 23:31:04
IMG-800884,TKT-100493,PROD-1711,product_image_00884.jpg,No,,No,No,Serial: SN-2024-001,0.792,No Action Needed,0.056,No,2024-06-27 04:52:28
