sla_event_id,ticket_id,assigned_team,severity,sla_target_hours,first_response_time,resolution_time,breach_risk_score,breached,escalation_triggered,workload_score,agent_utilization,queue_size,region,business_unit,manager_name,support_shift,incident_type,operational_risk,created_date
SLA-500642,TKT-101683,Tier1-Support,Medium,24,557,959,66.6,No,No,41.11,92.21,22,LATAM,Mid-Market,Manager_E,Afternoon,Performance,Medium,2024-03-25
SLA-500643,TKT-101529,Infrastructure,Critical,4,64,163,67.92,No,No,54.88,76.81,44,Asia-Pacific,Mid-Market,Manager_C,Evening,Service Down,High,2024-04-05
SLA-500644,TKT-101133,Tier3-Engineering,Medium,24,490,1606,111.53,Yes,Yes,41.3,65.95,24,North America,Enterprise,Manager_A,Night,Integration,Medium,2024-06-20
SLA-500645,TKT-101121,Tier2-Technical,Low,48,679,674,23.4,No,No,54.84,82.91,21,Asia-Pacific,Mid-Market,Manager_F,Evening,Performance,High,2024-03-31
SLA-500646,TKT-100845,Tier3-Engineering,Medium,24,108,652,45.28,No,No,81.45,73.56,14,Europe,Mid-Market,Manager_B,Evening,Performance,Medium,2024-05-27
SLA-500647,TKT-100234,Tier3-Engineering,Low,48,628,1867,64.83,No,No,71.95,68.25,26,North America,Startup,Manager_F,Morning,Security,Medium,2024-02-10
SLA-500648,TKT-101375,Tier2-Technical,Medium,24,248,1140,79.17,No,No,81.42,41.32,15,Asia-Pacific,Enterprise,Manager_B,Night,Security,Low,2024-01-03
SLA-500649,TKT-100731,Tier3-Engineering,Low,48,145,2223,77.19,No,No,68.54,62.41,36,Europe,Enterprise,Manager_C,Morning,Performance,High,2024-06-01
SLA-500650,TKT-100650,Cloud-Support,Low,48,507,3437,119.34,Yes,Yes,70.4,88.99,35,LATAM,SMB,Manager_E,Evening,Configuration,Medium,2024-05-30
SLA-500651,TKT-101196,Tier3-Engineering,Medium,24,527,1325,92.01,No,Yes,93.91,71.47,20,Asia-Pacific,SMB,Manager_D,Afternoon,Service Down,Low,2024-03-20
SLA-500652,TKT-100641,Billing-Team,Low,48,344,284,9.86,No,No,71.16,63.46,33,Europe,Startup,Manager_C,Evening,Performance,High,2024-02-08
SLA-500653,TKT-101391,Network-Operations,High,8,9,601,125.21,Yes,Yes,80.04,71.84,25,LATAM,Startup,Manager_D,Evening,Security,Medium,2024-03-13
SLA-500654,TKT-100997,Tier2-Technical,Medium,24,515,310,21.53,No,No,90.44,56.98,27,Europe,Enterprise,Manager_C,Afternoon,Integration,Critical,2024-01-16
SLA-500655,TKT-100402,Security-Team,Low,48,1092,2534,87.99,No,Yes,76.38,84.42,3,North America,Enterprise,Manager_A,Morning,Integration,High,2024-01-04
SLA-500656,TKT-101185,Infrastructure,Critical,4,73,218,90.83,No,Yes,50.11,88.39,10,Europe,Enterprise,Manager_E,Evening,Integration,Low,2024-01-11
SLA-500657,TKT-101830,Cloud-Support,Low,48,1187,615,21.35,No,No,59.14,59.61,10,Europe,SMB,Manager_D,Afternoon,Integration,High,2024-05-09
SLA-500658,TKT-101501,Security-Team,Medium,24,571,910,63.19,No,No,73.43,84.21,22,Europe,Startup,Manager_E,Morning,Data Loss,Critical,2024-06-27
SLA-500659,TKT-100745,Tier1-Support,High,8,222,148,30.83,No,No,40.63,58.07,18,Europe,Mid-Market,Manager_E,Afternoon,Data Loss,Low,2024-06-01
SLA-500660,TKT-100326,Tier3-Engineering,High,8,219,165,34.38,No,No,80.83,60.18,36,Europe,Startup,Manager_C,Morning,Performance,Medium,2024-04-27
SLA-500661,TKT-101559,Cloud-Support,Low,48,324,1218,42.29,No,No,57.88,40.37,17,Europe,Enterprise,Manager_C,Evening,Performance,High,2024-04-14
SLA-500662,TKT-100087,Billing-Team,Medium,24,216,1635,113.54,Yes,Yes,92.79,86.54,20,Asia-Pacific,Startup,Manager_D,Night,Service Down,Critical,2024-01-07
SLA-500663,TKT-100081,Network-Operations,Low,48,304,1407,48.85,No,No,64.03,46.0,9,North America,SMB,Manager_F,Evening,Integration,Low,2024-03-20
SLA-500664,TKT-101114,Tier3-Engineering,High,8,41,332,69.17,No,No,51.17,87.23,28,LATAM,Startup,Manager_C,Morning,Integration,High,2024-02-05
SLA-500665,TKT-100515,Infrastructure,Low,48,913,2502,86.88,No,Yes,89.73,58.05,18,Europe,Startup,Manager_C,Evening,Data Loss,High,2024-03-15
SLA-500666,TKT-101623,Cloud-Support,Medium,24,114,1013,70.35,No,No,51.84,84.13,39,North America,Mid-Market,Manager_D,Afternoon,Performance,Low,2024-06-27
SLA-500667,TKT-100157,Security-Team,Critical,4,20,83,34.58,No,No,76.36,81.35,9,Europe,Mid-Market,Manager_B,Afternoon,Security,High,2024-04-21
SLA-500668,TKT-101232,Tier2-Technical,Low,48,1082,1590,55.21,No,No,39.22,78.78,9,Europe,Startup,Manager_C,Morning,Data Loss,High,2024-02-04
SLA-500669,TKT-101382,Cloud-Support,High,8,245,296,61.67,No,No,33.75,79.46,28,LATAM,Mid-Market,Manager_E,Afternoon,Configuration,Low,2024-06-20
SLA-500670,TKT-101706,Infrastructure,Low,48,1146,1082,37.57,No,No,77.37,74.98,37,North America,Mid-Market,Manager_A,Afternoon,Integration,Medium,2024-05-06
SLA-500671,TKT-101213,Tier3-Engineering,Medium,24,431,1532,106.39,Yes,Yes,98.69,91.29,36,Europe,Enterprise,Manager_E,Afternoon,Service Down,High,2024-04-21
SLA-500672,TKT-100340,Security-Team,Medium,24,414,1238,85.97,No,Yes,91.55,79.9,24,Europe,Startup,Manager_E,Morning,Configuration,Medium,2024-03-19
SLA-500673,TKT-101490,Security-Team,Low,48,1050,2558,88.82,No,Yes,90.37,52.82,16,North America,Mid-Market,Manager_D,Night,Data Loss,Low,2024-02-16
SLA-500674,TKT-100349,Billing-Team,High,8,188,315,65.62,No,No,30.75,69.93,2,LATAM,Mid-Market,Manager_E,Afternoon,Integration,Low,2024-03-19
SLA-500675,TKT-101350,Security-Team,Medium,24,348,1241,86.18,No,Yes,41.72,65.44,32,Europe,SMB,Manager_D,Morning,Performance,Low,2024-06-01
SLA-500676,TKT-100774,Infrastructure,Low,48,391,2597,90.17,No,Yes,63.18,64.82,26,Europe,Enterprise,Manager_A,Afternoon,Integration,Medium,2024-04-02
SLA-500677,TKT-101760,Infrastructure,Medium,24,444,876,60.83,No,No,87.23,89.23,44,Europe,Enterprise,Manager_B,Night,Integration,Medium,2024-05-09
SLA-500678,TKT-101228,Tier1-Support,Critical,4,38,379,157.92,Yes,Yes,71.72,94.77,6,North America,Enterprise,Manager_D,Afternoon,Integration,Low,2024-01-16
SLA-500679,TKT-101104,Tier1-Support,Medium,24,164,1631,113.26,Yes,Yes,63.51,87.41,3,LATAM,Startup,Manager_C,Morning,Configuration,Low,2024-04-09
SLA-500680,TKT-101085,Infrastructure,Medium,24,277,793,55.07,No,No,41.75,46.62,34,Europe,Startup,Manager_D,Evening,Integration,High,2024-05-06
SLA-500681,TKT-101647,Tier2-Technical,Medium,24,215,1275,88.54,No,Yes,65.87,59.19,44,LATAM,Mid-Market,Manager_C,Night,Performance,High,2024-06-09
SLA-500682,TKT-101863,Tier2-Technical,High,8,104,498,103.75,Yes,Yes,32.49,94.69,17,Asia-Pacific,Startup,Manager_C,Afternoon,Service Down,Low,2024-04-23
SLA-500683,TKT-101452,Tier1-Support,Low,48,1079,2912,101.11,Yes,Yes,57.43,84.13,14,North America,Enterprise,Manager_D,Afternoon,Configuration,High,2024-06-19
SLA-500684,TKT-101647,Network-Operations,Medium,24,425,1096,76.11,No,No,90.3,87.63,31,LATAM,SMB,Manager_A,Afternoon,Data Loss,High,2024-02-27
SLA-500685,TKT-101334,Security-Team,Low,48,70,2535,88.02,No,Yes,52.45,70.93,7,Asia-Pacific,Startup,Manager_E,Evening,Integration,Low,2024-03-08
SLA-500686,TKT-100564,Infrastructure,Critical,4,51,399,166.25,Yes,Yes,36.82,78.85,15,Europe,Startup,Manager_E,Night,Performance,High,2024-06-23
SLA-500687,TKT-100758,Cloud-Support,Medium,24,434,810,56.25,No,No,31.28,89.73,28,Asia-Pacific,SMB,Manager_E,Evening,Configuration,Low,2024-03-05
SLA-500688,TKT-100815,Tier3-Engineering,Critical,4,112,53,22.08,No,No,67.63,50.17,23,North America,Mid-Market,Manager_D,Afternoon,Service Down,Medium,2024-02-29
SLA-500689,TKT-100439,Infrastructure,Medium,24,285,1108,76.94,No,No,91.31,89.79,30,Asia-Pacific,Enterprise,Manager_B,Night,Configuration,High,2024-02-11
SLA-500690,TKT-100010,Tier2-Technical,Low,48,1181,2399,83.3,No,Yes,79.62,94.66,39,Europe,Startup,Manager_E,Night,Service Down,Medium,2024-04-19
SLA-500691,TKT-100131,Security-Team,Critical,4,66,85,35.42,No,No,49.85,57.95,35,Europe,SMB,Manager_A,Morning,Configuration,Critical,2024-05-04
SLA-500692,TKT-100787,Infrastructure,Low,48,852,2997,104.06,Yes,Yes,35.45,92.55,28,Asia-Pacific,Enterprise,Manager_B,Night,Data Loss,High,2024-01-16
SLA-500693,TKT-100021,Billing-Team,Low,48,60,1317,45.73,No,No,30.93,68.15,2,Asia-Pacific,Mid-Market,Manager_A,Afternoon,Integration,High,2024-06-19
SLA-500694,TKT-100347,Tier1-Support,Low,48,534,2980,103.47,Yes,Yes,49.89,55.89,5,Asia-Pacific,Mid-Market,Manager_F,Morning,Performance,High,2024-01-16
SLA-500695,TKT-100177,Security-Team,Low,48,658,241,8.37,No,No,41.73,57.07,38,LATAM,SMB,Manager_F,Night,Data Loss,High,2024-05-29
SLA-500696,TKT-101200,Billing-Team,High,8,128,497,103.54,Yes,Yes,38.28,62.08,20,North America,Enterprise,Manager_A,Evening,Configuration,Medium,2024-02-14
SLA-500697,TKT-101699,Network-Operations,Low,48,534,1673,58.09,No,No,44.69,54.35,28,Asia-Pacific,SMB,Manager_B,Afternoon,Data Loss,Medium,2024-02-05
SLA-500698,TKT-101904,Infrastructure,Low,48,703,1482,51.46,No,No,96.34,47.77,34,North America,SMB,Manager_B,Night,Integration,Medium,2024-02-07
SLA-500699,TKT-100218,Tier2-Technical,Medium,24,333,1297,90.07,No,Yes,83.76,74.57,30,Asia-Pacific,SMB,Manager_A,Evening,Integration,Low,2024-06-17
SLA-500700,TKT-101665,Security-Team,Medium,24,582,634,44.03,No,No,87.82,78.31,44,LATAM,Startup,Manager_E,Night,Performance,Low,2024-01-01
SLA-500701,TKT-101551,Network-Operations,Medium,24,179,637,44.24,No,No,54.92,48.17,35,LATAM,Startup,Manager_E,Morning,Data Loss,High,2024-05-28
SLA-500702,TKT-100238,Security-Team,Medium,24,208,1240,86.11,No,Yes,43.77,53.06,43,North America,Startup,Manager_F,Afternoon,Configuration,Medium,2024-02-25
SLA-500703,TKT-101436,Billing-Team,Medium,24,31,1670,115.97,Yes,Yes,83.15,79.2,3,Asia-Pacific,Startup,Manager_C,Morning,Configuration,Medium,2024-04-23
SLA-500704,TKT-101704,Security-Team,High,8,270,660,137.5,Yes,Yes,77.87,41.39,27,Europe,SMB,Manager_A,Night,Configuration,Medium,2024-03-14
SLA-500705,TKT-101533,Network-Operations,High,8,175,486,101.25,Yes,Yes,36.09,51.12,25,North America,Mid-Market,Manager_D,Evening,Security,Low,2024-04-29
SLA-500706,TKT-100447,Security-Team,Medium,24,228,944,65.56,No,No,30.42,66.61,25,Europe,Mid-Market,Manager_D,Afternoon,Performance,Medium,2024-03-21
SLA-500707,TKT-101506,Billing-Team,Low,48,817,2655,92.19,No,Yes,70.71,79.31,22,Asia-Pacific,Mid-Market,Manager_B,Afternoon,Performance,Medium,2024-06-05
SLA-500708,TKT-101712,Network-Operations,Medium,24,273,1697,117.85,Yes,Yes,41.64,90.41,19,Europe,Enterprise,Manager_A,Morning,Configuration,Low,2024-01-14
SLA-500709,TKT-101957,Cloud-Support,High,8,222,191,39.79,No,No,96.64,80.59,44,North America,Enterprise,Manager_D,Evening,Integration,Low,2024-03-19
SLA-500710,TKT-100645,Cloud-Support,Medium,24,246,650,45.14,No,No,36.1,66.81,27,Asia-Pacific,Startup,Manager_B,Evening,Data Loss,Medium,2024-04-01
SLA-500711,TKT-100454,Tier3-Engineering,Medium,24,479,1274,88.47,No,Yes,54.62,90.03,18,North America,Startup,Manager_D,Morning,Integration,Low,2024-03-16
SLA-500712,TKT-100711,Infrastructure,High,8,130,108,22.5,No,No,89.39,59.98,37,Europe,Startup,Manager_A,Night,Security,Critical,2024-01-07
SLA-500713,TKT-101411,Tier1-Support,Low,48,867,3199,111.08,Yes,Yes,32.87,80.97,2,North America,Mid-Market,Manager_D,Morning,Security,Low,2024-01-10
SLA-500714,TKT-100740,Security-Team,Low,48,143,2729,94.76,No,Yes,70.84,65.53,7,Europe,SMB,Manager_B,Evening,Data Loss,Medium,2024-03-20
SLA-500715,TKT-101963,Network-Operations,Medium,24,333,930,64.58,No,No,37.9,72.8,34,Asia-Pacific,Mid-Market,Manager_D,Night,Performance,High,2024-02-14
SLA-500716,TKT-100858,Network-Operations,Medium,24,435,187,12.99,No,No,80.06,92.64,15,Asia-Pacific,Startup,Manager_C,Night,Performance,High,2024-02-18
SLA-500717,TKT-101170,Tier3-Engineering,High,8,43,649,135.21,Yes,Yes,47.65,64.57,27,Europe,Enterprise,Manager_F,Evening,Performance,Medium,2024-02-17
SLA-500718,TKT-101137,Infrastructure,Low,48,745,1720,59.72,No,No,55.06,58.35,18,LATAM,Mid-Market,Manager_B,Afternoon,Data Loss,High,2024-05-03
SLA-500719,TKT-101650,Tier1-Support,High,8,275,758,157.92,Yes,Yes,95.71,67.08,41,Europe,Startup,Manager_D,Afternoon,Configuration,High,2024-04-09
SLA-500720,TKT-101058,Network-Operations,Medium,24,338,793,55.07,No,No,95.57,68.36,14,LATAM,SMB,Manager_C,Morning,Data Loss,High,2024-01-22
SLA-500721,TKT-100202,Tier3-Engineering,Low,48,179,362,12.57,No,No,72.99,57.92,41,North America,Mid-Market,Manager_C,Night,Configuration,Medium,2024-02-17
SLA-500722,TKT-100197,Cloud-Support,Medium,24,83,1298,90.14,No,Yes,89.6,44.63,8,Asia-Pacific,SMB,Manager_C,Evening,Integration,High,2024-01-11
SLA-500723,TKT-101141,Security-Team,Low,48,377,2868,99.58,No,Yes,79.46,69.44,16,Asia-Pacific,Enterprise,Manager_D,Morning,Security,Low,2024-01-17
SLA-500724,TKT-101776,Billing-Team,Medium,24,148,1008,70.0,No,No,69.18,87.19,25,Europe,SMB,Manager_C,Evening,Configuration,High,2024-04-28
SLA-500725,TKT-101045,Cloud-Support,Critical,4,13,295,122.92,Yes,Yes,95.11,69.02,35,LATAM,Enterprise,Manager_D,Evening,Data Loss,Low,2024-05-01
SLA-500726,TKT-101293,Tier3-Engineering,Low,48,962,3245,112.67,Yes,Yes,86.81,66.53,40,Europe,SMB,Manager_D,Night,Service Down,Medium,2024-05-20
SLA-500727,TKT-100162,Tier3-Engineering,High,8,84,273,56.88,No,No,92.88,72.05,20,Asia-Pacific,Mid-Market,Manager_C,Evening,Configuration,Critical,2024-03-21
SLA-500728,TKT-100596,Security-Team,High,8,261,451,93.96,No,Yes,52.99,66.8,13,LATAM,SMB,Manager_D,Evening,Configuration,Medium,2024-01-08
SLA-500729,TKT-101202,Cloud-Support,Low,48,635,979,33.99,No,No,43.83,84.28,9,LATAM,Mid-Market,Manager_B,Morning,Performance,High,2024-04-15
SLA-500730,TKT-101490,Billing-Team,Medium,24,525,871,60.49,No,No,60.64,55.22,22,Asia-Pacific,Enterprise,Manager_B,Afternoon,Data Loss,Low,2024-06-15
SLA-500731,TKT-100210,Tier2-Technical,High,8,134,188,39.17,No,No,80.73,86.0,23,North America,Startup,Manager_E,Morning,Service Down,Medium,2024-04-28
SLA-500732,TKT-101578,Infrastructure,Low,48,1074,481,16.7,No,No,34.42,57.85,9,North America,Enterprise,Manager_C,Afternoon,Service Down,Medium,2024-03-10
SLA-500733,TKT-101341,Infrastructure,Medium,24,381,158,10.97,No,No,63.84,63.6,29,Asia-Pacific,Mid-Market,Manager_B,Evening,Data Loss,Low,2024-04-05
SLA-500734,TKT-101283,Tier3-Engineering,High,8,297,342,71.25,No,No,47.87,85.54,43,Europe,Mid-Market,Manager_A,Morning,Configuration,Low,2024-01-26
SLA-500735,TKT-100730,Network-Operations,Medium,24,56,299,20.76,No,No,59.75,61.06,32,LATAM,Startup,Manager_E,Evening,Integration,Low,2024-02-02
SLA-500736,TKT-100911,Tier3-Engineering,High,8,17,746,155.42,Yes,Yes,59.52,42.2,36,Europe,Startup,Manager_F,Night,Integration,High,2024-05-25
SLA-500737,TKT-101310,Security-Team,Low,48,87,2871,99.69,No,Yes,37.46,60.17,11,Asia-Pacific,Startup,Manager_E,Afternoon,Service Down,Medium,2024-06-25
SLA-500738,TKT-100904,Security-Team,Critical,4,57,247,102.92,Yes,Yes,90.55,73.04,41,Asia-Pacific,Startup,Manager_C,Afternoon,Security,Medium,2024-02-11
SLA-500739,TKT-100021,Tier1-Support,Medium,24,274,1073,74.51,No,No,83.04,55.51,2,Europe,SMB,Manager_C,Night,Integration,Low,2024-02-03
SLA-500740,TKT-100017,Cloud-Support,Low,48,56,2399,83.3,No,Yes,72.73,70.05,14,LATAM,SMB,Manager_A,Night,Security,Medium,2024-01-03
SLA-500741,TKT-101222,Billing-Team,High,8,185,309,64.38,No,No,82.62,89.84,29,North America,SMB,Manager_B,Night,Integration,Medium,2024-01-02
SLA-500742,TKT-100895,Infrastructure,Low,48,281,3273,113.65,Yes,Yes,70.3,46.94,41,Europe,Mid-Market,Manager_F,Night,Data Loss,High,2024-03-13
SLA-500743,TKT-100451,Security-Team,Medium,24,396,1660,115.28,Yes,Yes,43.44,79.56,42,North America,Startup,Manager_F,Afternoon,Integration,Low,2024-06-26
SLA-500744,TKT-101565,Security-Team,High,8,247,698,145.42,Yes,Yes,76.88,62.13,36,Asia-Pacific,SMB,Manager_D,Afternoon,Service Down,Medium,2024-03-25
SLA-500745,TKT-100373,Tier3-Engineering,Medium,24,10,1763,122.43,Yes,Yes,73.16,42.22,30,Asia-Pacific,Enterprise,Manager_F,Night,Integration,Medium,2024-06-16
SLA-500746,TKT-100927,Security-Team,Low,48,634,3455,119.97,Yes,Yes,53.93,94.22,41,LATAM,Mid-Market,Manager_C,Morning,Performance,Medium,2024-02-22
SLA-500747,TKT-100101,Tier1-Support,Low,48,299,1865,64.76,No,No,87.17,88.69,29,Europe,Enterprise,Manager_C,Evening,Performance,Medium,2024-03-09
SLA-500748,TKT-101464,Cloud-Support,Critical,4,53,313,130.42,Yes,Yes,88.07,47.35,35,North America,Mid-Market,Manager_A,Afternoon,Service Down,High,2024-04-15
SLA-500749,TKT-101010,Billing-Team,Medium,24,569,709,49.24,No,No,36.95,63.58,34,Asia-Pacific,Startup,Manager_C,Night,Security,Low,2024-04-14
SLA-500750,TKT-100949,Tier1-Support,High,8,255,366,76.25,No,No,44.34,83.89,39,Asia-Pacific,Enterprise,Manager_B,Morning,Security,Medium,2024-03-23
SLA-500751,TKT-101588,Infrastructure,Low,48,521,1659,57.6,No,No,96.82,90.52,17,North America,Startup,Manager_B,Afternoon,Security,High,2024-01-25
SLA-500752,TKT-101673,Infrastructure,Medium,24,419,220,15.28,No,No,60.42,87.82,19,North America,Enterprise,Manager_F,Afternoon,Data Loss,High,2024-03-03
SLA-500753,TKT-101579,Cloud-Support,Medium,24,225,224,15.56,No,No,71.51,66.91,16,Europe,Enterprise,Manager_B,Night,Configuration,Low,2024-03-20
SLA-500754,TKT-101578,Tier2-Technical,Low,48,1092,1105,38.37,No,No,63.2,49.24,27,Europe,Startup,Manager_D,Evening,Security,Low,2024-03-31
SLA-500755,TKT-100324,Tier1-Support,High,8,173,229,47.71,No,No,77.18,40.92,39,North America,SMB,Manager_D,Evening,Performance,High,2024-05-11
SLA-500756,TKT-100738,Tier1-Support,High,8,198,274,57.08,No,No,30.51,78.04,32,Europe,Enterprise,Manager_B,Night,Security,Medium,2024-04-20
SLA-500757,TKT-100030,Tier3-Engineering,Critical,4,50,328,136.67,Yes,Yes,65.14,90.05,27,Asia-Pacific,Enterprise,Manager_D,Afternoon,Service Down,Medium,2024-04-20
SLA-500758,TKT-101984,Tier1-Support,High,8,26,511,106.46,Yes,Yes,95.72,56.22,31,LATAM,Mid-Market,Manager_C,Morning,Performance,Critical,2024-04-22
SLA-500759,TKT-100322,Cloud-Support,Low,48,1016,993,34.48,No,No,63.64,43.78,22,North America,SMB,Manager_F,Morning,Service Down,Medium,2024-04-04
SLA-500760,TKT-100728,Tier3-Engineering,High,8,185,305,63.54,No,No,69.04,43.0,29,North America,Mid-Market,Manager_D,Afternoon,Security,Medium,2024-05-28
SLA-500761,TKT-101143,Network-Operations,Low,48,1009,2324,80.69,No,Yes,90.05,56.77,19,LATAM,Mid-Market,Manager_A,Night,Security,Low,2024-06-12
SLA-500762,TKT-101483,Tier3-Engineering,Low,48,819,258,8.96,No,No,63.01,52.51,5,Asia-Pacific,Enterprise,Manager_D,Night,Integration,Medium,2024-03-09
SLA-500763,TKT-100603,Cloud-Support,Low,48,991,281,9.76,No,No,53.05,42.89,11,Europe,Mid-Market,Manager_E,Evening,Security,Low,2024-05-07
SLA-500764,TKT-101499,Cloud-Support,Low,48,391,1456,50.56,No,No,80.43,55.5,22,Asia-Pacific,Mid-Market,Manager_A,Afternoon,Data Loss,High,2024-02-18
SLA-500765,TKT-100605,Security-Team,Low,48,68,3369,116.98,Yes,Yes,39.41,65.72,41,Asia-Pacific,Startup,Manager_A,Night,Configuration,Medium,2024-03-03
SLA-500766,TKT-100379,Tier1-Support,Low,48,1015,2896,100.56,Yes,Yes,69.79,83.56,37,Asia-Pacific,Mid-Market,Manager_C,Morning,Configuration,Medium,2024-01-10
SLA-500767,TKT-101980,Infrastructure,Medium,24,70,338,23.47,No,No,73.05,90.98,24,Europe,Startup,Manager_E,Afternoon,Integration,Low,2024-01-25
SLA-500768,TKT-100579,Network-Operations,Critical,4,119,306,127.5,Yes,Yes,70.59,55.54,30,LATAM,SMB,Manager_A,Morning,Integration,High,2024-04-06
SLA-500769,TKT-101349,Tier2-Technical,Critical,4,2,306,127.5,Yes,Yes,57.46,64.62,26,North America,Mid-Market,Manager_B,Morning,Performance,Medium,2024-02-24
SLA-500770,TKT-100219,Cloud-Support,Low,48,683,2396,83.19,No,Yes,90.88,65.97,24,Europe,Enterprise,Manager_A,Night,Configuration,Medium,2024-04-26
SLA-500771,TKT-101003,Security-Team,Medium,24,598,320,22.22,No,No,30.43,84.59,20,North America,SMB,Manager_B,Morning,Service Down,High,2024-04-27
SLA-500772,TKT-101905,Billing-Team,Low,48,41,554,19.24,No,No,67.63,40.78,3,LATAM,Enterprise,Manager_D,Morning,Security,Medium,2024-04-09
SLA-500773,TKT-101142,Infrastructure,High,8,245,140,29.17,No,No,91.78,45.33,5,Asia-Pacific,Enterprise,Manager_E,Evening,Integration,Critical,2024-06-06
SLA-500774,TKT-100083,Tier2-Technical,Medium,24,284,315,21.88,No,No,68.07,78.22,19,Asia-Pacific,Enterprise,Manager_B,Morning,Service Down,Low,2024-01-12
SLA-500775,TKT-101485,Billing-Team,Low,48,797,583,20.24,No,No,87.2,40.75,2,LATAM,Mid-Market,Manager_B,Afternoon,Integration,Medium,2024-01-09
SLA-500776,TKT-101280,Tier3-Engineering,High,8,187,478,99.58,No,Yes,70.35,58.81,13,LATAM,Enterprise,Manager_F,Evening,Configuration,High,2024-06-25
SLA-500777,TKT-100939,Infrastructure,High,8,9,106,22.08,No,No,40.05,50.2,40,North America,Mid-Market,Manager_B,Night,Integration,Medium,2024-05-25
SLA-500778,TKT-100691,Tier3-Engineering,High,8,26,791,164.79,Yes,Yes,90.44,47.67,30,LATAM,SMB,Manager_C,Evening,Security,Low,2024-03-12
SLA-500779,TKT-100844,Infrastructure,Medium,24,161,1051,72.99,No,No,36.47,65.18,10,Asia-Pacific,Mid-Market,Manager_E,Afternoon,Data Loss,High,2024-06-27
SLA-500780,TKT-101568,Security-Team,Critical,4,4,249,103.75,Yes,Yes,78.31,86.06,26,Asia-Pacific,Startup,Manager_D,Night,Service Down,High,2024-05-29
SLA-500781,TKT-101487,Tier1-Support,Low,48,815,643,22.33,No,No,46.12,45.85,16,Asia-Pacific,Enterprise,Manager_E,Afternoon,Security,Medium,2024-01-01
SLA-500782,TKT-100013,Security-Team,High,8,139,677,141.04,Yes,Yes,52.45,50.57,39,Europe,Mid-Market,Manager_C,Morning,Configuration,High,2024-04-12
SLA-500783,TKT-101684,Security-Team,Medium,24,585,582,40.42,No,No,70.36,94.08,5,Europe,Enterprise,Manager_A,Night,Security,Medium,2024-02-10
SLA-500784,TKT-100319,Tier3-Engineering,High,8,251,562,117.08,Yes,Yes,64.72,40.43,39,Asia-Pacific,SMB,Manager_E,Afternoon,Performance,Critical,2024-06-27
SLA-500785,TKT-100524,Security-Team,Low,48,555,1341,46.56,No,No,87.04,62.96,33,North America,Startup,Manager_E,Afternoon,Configuration,Low,2024-03-26
SLA-500786,TKT-100158,Network-Operations,Critical,4,66,361,150.42,Yes,Yes,63.85,52.1,14,LATAM,Mid-Market,Manager_D,Morning,Integration,Medium,2024-01-04
SLA-500787,TKT-101315,Security-Team,Low,48,599,1792,62.22,No,No,48.98,81.82,33,North America,Startup,Manager_A,Morning,Security,High,2024-01-21
SLA-500788,TKT-100712,Infrastructure,Medium,24,515,271,18.82,No,No,96.83,84.01,38,LATAM,Enterprise,Manager_B,Morning,Configuration,Low,2024-02-23
SLA-500789,TKT-101592,Infrastructure,Medium,24,55,739,51.32,No,No,60.26,45.03,15,North America,SMB,Manager_E,Morning,Security,Low,2024-01-06
SLA-500790,TKT-101105,Tier3-Engineering,Medium,24,240,474,32.92,No,No,74.49,94.61,14,Asia-Pacific,Mid-Market,Manager_B,Morning,Configuration,Medium,2024-02-21
SLA-500791,TKT-101498,Infrastructure,Low,48,473,2821,97.95,No,Yes,51.29,84.64,36,LATAM,Enterprise,Manager_B,Night,Security,High,2024-05-19
SLA-500792,TKT-101610,Infrastructure,High,8,83,674,140.42,Yes,Yes,99.12,52.38,13,Europe,Mid-Market,Manager_C,Morning,Data Loss,Medium,2024-04-06
SLA-500793,TKT-101170,Tier1-Support,Medium,24,335,759,52.71,No,No,49.23,66.09,6,LATAM,SMB,Manager_A,Night,Integration,Medium,2024-05-05
SLA-500794,TKT-100889,Tier3-Engineering,High,8,183,175,36.46,No,No,66.31,42.81,12,Europe,Startup,Manager_E,Afternoon,Data Loss,Medium,2024-03-06
SLA-500795,TKT-100809,Billing-Team,Critical,4,62,49,20.42,No,No,52.6,54.2,26,Europe,Mid-Market,Manager_A,Evening,Data Loss,Medium,2024-02-08
SLA-500796,TKT-100662,Tier2-Technical,Critical,4,10,355,147.92,Yes,Yes,79.53,45.84,7,North America,Startup,Manager_D,Evening,Security,Medium,2024-03-24
SLA-500797,TKT-100390,Network-Operations,Low,48,368,1847,64.13,No,No,70.41,75.55,23,Asia-Pacific,Enterprise,Manager_C,Afternoon,Security,High,2024-05-12
SLA-500798,TKT-101262,Cloud-Support,Low,48,1189,1637,56.84,No,No,35.7,63.93,32,Europe,Startup,Manager_A,Afternoon,Performance,Low,2024-03-19
SLA-500799,TKT-101403,Network-Operations,Low,48,687,1563,54.27,No,No,85.65,48.98,39,Europe,Enterprise,Manager_A,Morning,Performance,Low,2024-06-04
SLA-500800,TKT-101943,Tier3-Engineering,Medium,24,463,1518,105.42,Yes,Yes,60.5,47.1,21,Asia-Pacific,Enterprise,Manager_C,Morning,Security,Medium,2024-03-31
SLA-500801,TKT-100921,Cloud-Support,Low,48,492,1162,40.35,No,No,45.39,64.47,39,North America,SMB,Manager_B,Afternoon,Performance,Medium,2024-02-22
