order_id,customer_id,product_id,product_name,product_category,brand,ordered_color,received_color,damage_detected,missing_item,replacement_requested,refund_requested,payment_status,order_status,delivery_status,invoice_number,order_amount,refund_amount,shipping_region,seller_name,warehouse_location,return_reason,delivery_partner,purchase_date,delivery_date,customer_satisfaction
ORD-200108,CUST-02802,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Black,Black,No,No,No,No,Pending,Delivered,Delivered,INV-3000108,5147.32,0.0,Asia-Pacific,Distributor,CA-Central-1,,UPS,2024-02-28,2024-03-16,5
ORD-200109,CUST-02663,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000109,3825.08,0.0,Asia-Pacific,Partner Channel,AP-South-1,,Local Courier,2024-06-14,2024-06-22,5
ORD-200110,CUST-14822,PROD-1652,Managed Firewall,Security,NetDefense,Green,Green,No,No,No,No,Refunded,Delivered,Delivered,INV-3000110,328.33,0.0,Europe,Reseller,SA-East-1,,DHL,2024-06-08,2024-06-20,3
ORD-200111,CUST-11173,PROD-1878,Load Balancer 2U,Networking,DataFlow,Black,Black,No,No,No,No,Failed,Pending,Delivered,INV-3000111,4611.82,0.0,Africa,Distributor,SA-East-1,,Local Courier,2024-01-12,2024-01-20,
ORD-200112,CUST-09945,PROD-1652,Managed Firewall,Security,NetDefense,Black,Black,No,No,No,No,Completed,Shipped,Delivered,INV-3000112,3490.11,0.0,Middle East,Distributor,SA-East-1,,UPS,2024-04-13,2024-04-16,
ORD-200113,CUST-09306,PROD-1739,Security Gateway X1,Security,SecureNet,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3000113,908.79,0.0,LATAM,Direct Sales,EU-West-1,,FedEx,2024-06-06,2024-06-14,4
ORD-200114,CUST-03747,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Silver,Silver,No,No,No,No,Refunded,Delivered,Delivered,INV-3000114,5611.56,0.0,LATAM,Reseller,AP-South-1,,Express Mail,2024-01-22,2024-01-27,3
ORD-200115,CUST-13468,PROD-1232,API Integration Suite,Software,IntegratePro,Red,Red,No,No,No,No,Completed,Cancelled,Out for Delivery,INV-3000115,4693.61,0.0,LATAM,Marketplace,CA-Central-1,,DHL,2024-05-24,2024-06-04,
ORD-200116,CUST-09666,PROD-1652,Managed Firewall,Security,NetDefense,White,White,No,No,No,No,Completed,Processing,In Transit,INV-3000116,5157.76,0.0,North America,Distributor,SA-East-1,,DHL,2024-01-14,2024-01-30,
ORD-200117,CUST-08513,PROD-1878,Load Balancer 2U,Networking,DataFlow,Gray,Gray,No,No,No,No,Refunded,Delivered,In Transit,INV-3000117,4621.1,0.0,LATAM,Direct Sales,EU-West-1,,Express Mail,2024-01-07,2024-01-19,5
ORD-200118,CUST-07949,PROD-1522,Enterprise Router Pro,Networking,NetCore,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000118,304.87,0.0,Europe,Direct Sales,SA-East-1,,UPS,2024-06-22,2024-06-25,5
ORD-200119,CUST-10827,PROD-1816,VPN License Pack,Software,VPNSecure,Green,Green,No,No,No,No,Completed,Delivered,Out for Delivery,INV-3000119,4829.41,0.0,Middle East,Direct Sales,AP-South-1,,UPS,2024-06-05,2024-06-17,3
ORD-200120,CUST-13666,PROD-1790,Network Switch 48P,Networking,NetCore,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000120,1856.58,0.0,Europe,Direct Sales,AP-South-1,,UPS,2024-03-21,2024-04-03,1
ORD-200121,CUST-08421,PROD-1652,Managed Firewall,Security,NetDefense,Black,Black,Yes,No,Yes,No,Completed,Cancelled,Delivered,INV-3000121,5796.77,0.0,LATAM,Reseller,AP-South-1,,Express Mail,2024-05-26,2024-06-01,
ORD-200122,CUST-07665,PROD-1739,Security Gateway X1,Security,SecureNet,Silver,Silver,No,Yes,No,No,Refunded,Delivered,Delivered,INV-3000122,1609.74,0.0,Middle East,Distributor,CA-Central-1,,FedEx,2024-06-11,2024-06-29,5
ORD-200123,CUST-08513,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000123,5817.7,0.0,LATAM,Direct Sales,US-East-1,,DHL,2024-06-22,2024-07-10,2
ORD-200124,CUST-06878,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000124,400.81,0.0,Africa,Distributor,CA-Central-1,,Express Mail,2024-04-02,2024-04-15,1
ORD-200125,CUST-12867,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Silver,Silver,No,No,No,No,Refunded,Delivered,Delivered,INV-3000125,3043.68,0.0,North America,Marketplace,EU-West-1,,Local Courier,2024-01-17,2024-01-30,3
ORD-200126,CUST-02409,PROD-1816,VPN License Pack,Software,VPNSecure,Silver,Silver,No,No,No,No,Completed,Delivered,Out for Delivery,INV-3000126,4012.66,0.0,North America,Distributor,CA-Central-1,,DHL,2024-04-26,2024-04-29,5
ORD-200127,CUST-06988,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Gray,Red,No,No,No,No,Completed,Delivered,Not Shipped,INV-3000127,711.95,0.0,North America,Reseller,US-East-1,,DHL,2024-03-04,2024-03-23,4
ORD-200128,CUST-13666,PROD-1790,Network Switch 48P,Networking,NetCore,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000128,5201.7,0.0,North America,Reseller,AP-South-1,,Local Courier,2024-04-11,2024-04-21,1
ORD-200129,CUST-03156,PROD-1522,Enterprise Router Pro,Networking,NetCore,Gray,Gray,No,No,No,No,Completed,Shipped,Delivered,INV-3000129,5922.98,0.0,Europe,Partner Channel,CA-Central-1,,UPS,2024-06-08,2024-06-24,
ORD-200130,CUST-13185,PROD-1652,Managed Firewall,Security,NetDefense,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000130,3489.0,0.0,Europe,Reseller,SA-East-1,,Express Mail,2024-06-08,2024-06-27,4
ORD-200131,CUST-02687,PROD-1790,Network Switch 48P,Networking,NetCore,Black,Black,No,No,No,No,Completed,Shipped,Delivered,INV-3000131,488.26,0.0,North America,Partner Channel,AP-South-1,,DHL,2024-04-25,2024-05-03,
ORD-200132,CUST-12383,PROD-1652,Managed Firewall,Security,NetDefense,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000132,4862.34,0.0,North America,Partner Channel,US-East-1,,FedEx,2024-04-15,2024-04-28,2
ORD-200133,CUST-02191,PROD-1790,Network Switch 48P,Networking,NetCore,White,White,No,No,No,No,Completed,Delivered,Not Shipped,INV-3000133,5635.41,0.0,Asia-Pacific,Distributor,SA-East-1,,Express Mail,2024-04-12,2024-04-22,5
ORD-200134,CUST-10692,PROD-1522,Enterprise Router Pro,Networking,NetCore,White,White,No,No,No,No,Pending,Delivered,Delivered,INV-3000134,2233.87,0.0,Asia-Pacific,Reseller,CA-Central-1,,Local Courier,2024-05-06,2024-05-14,5
ORD-200135,CUST-09527,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000135,3040.15,0.0,LATAM,Direct Sales,AP-South-1,,Express Mail,2024-05-06,2024-05-16,3
ORD-200136,CUST-14121,PROD-1790,Network Switch 48P,Networking,NetCore,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3000136,4005.68,0.0,North America,Direct Sales,EU-West-1,,DHL,2024-01-25,2024-02-08,4
ORD-200137,CUST-07776,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Green,Green,No,Yes,No,Yes,Completed,Delivered,Delivered,INV-3000137,5268.45,3635.78,Africa,Partner Channel,SA-East-1,,Express Mail,2024-02-22,2024-03-13,3
ORD-200138,CUST-03786,PROD-1652,Managed Firewall,Security,NetDefense,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000138,3391.13,0.0,LATAM,Direct Sales,AP-South-1,,Express Mail,2024-02-28,2024-03-03,2
ORD-200139,CUST-07102,PROD-1232,API Integration Suite,Software,IntegratePro,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000139,1459.4,0.0,North America,Distributor,EU-West-1,,Express Mail,2024-05-14,2024-05-27,3
ORD-200140,CUST-06596,PROD-1652,Managed Firewall,Security,NetDefense,Black,Black,No,No,No,No,Refunded,Delivered,Delivered,INV-3000140,3882.96,0.0,LATAM,Marketplace,US-East-1,,Local Courier,2024-04-17,2024-05-06,5
ORD-200141,CUST-09155,PROD-1652,Managed Firewall,Security,NetDefense,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3000141,3073.01,0.0,North America,Marketplace,SA-East-1,,UPS,2024-03-06,2024-03-22,5
ORD-200142,CUST-03923,PROD-1652,Managed Firewall,Security,NetDefense,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000142,5499.47,0.0,Europe,Direct Sales,EU-West-1,,DHL,2024-01-12,2024-01-16,4
ORD-200143,CUST-10555,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Blue,Blue,No,No,No,No,Completed,Delivered,In Transit,INV-3000143,4379.2,0.0,Africa,Reseller,CA-Central-1,,Express Mail,2024-03-27,2024-04-07,3
ORD-200144,CUST-10580,PROD-1232,API Integration Suite,Software,IntegratePro,Silver,Silver,No,No,No,No,Refunded,Delivered,Delivered,INV-3000144,3104.98,0.0,Middle East,Distributor,AP-South-1,,UPS,2024-03-02,2024-03-18,4
ORD-200145,CUST-02895,PROD-1739,Security Gateway X1,Security,SecureNet,Silver,Silver,No,No,No,No,Completed,Delivered,In Transit,INV-3000145,4016.1,0.0,North America,Distributor,SA-East-1,,FedEx,2024-03-29,2024-04-01,5
ORD-200146,CUST-09155,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000146,2559.96,0.0,Africa,Direct Sales,SA-East-1,,Express Mail,2024-05-30,2024-06-15,3
ORD-200147,CUST-04124,PROD-1878,Load Balancer 2U,Networking,DataFlow,Silver,Silver,No,No,No,No,Pending,Delivered,Delivered,INV-3000147,2857.03,0.0,North America,Reseller,SA-East-1,,UPS,2024-03-16,2024-03-26,4
ORD-200148,CUST-14168,PROD-1232,API Integration Suite,Software,IntegratePro,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000148,1251.14,0.0,Asia-Pacific,Direct Sales,SA-East-1,,UPS,2024-01-28,2024-02-09,5
ORD-200149,CUST-10998,PROD-1816,VPN License Pack,Software,VPNSecure,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3000149,4891.32,0.0,Europe,Distributor,AP-South-1,,DHL,2024-06-04,2024-06-20,5
ORD-200150,CUST-02693,PROD-1878,Load Balancer 2U,Networking,DataFlow,Green,Green,No,No,No,No,Completed,Shipped,Delivered,INV-3000150,624.4,0.0,Africa,Distributor,US-East-1,,DHL,2024-02-06,2024-02-08,
ORD-200151,CUST-13743,PROD-1790,Network Switch 48P,Networking,NetCore,Red,Red,No,No,No,No,Completed,Delivered,Failed Delivery,INV-3000151,2101.09,0.0,Middle East,Partner Channel,AP-South-1,,FedEx,2024-06-27,2024-07-12,5
ORD-200152,CUST-07617,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000152,398.06,0.0,Europe,Marketplace,US-East-1,,DHL,2024-02-19,2024-02-27,4
ORD-200153,CUST-01580,PROD-1878,Load Balancer 2U,Networking,DataFlow,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3000153,1095.01,0.0,Africa,Marketplace,US-East-1,,Local Courier,2024-05-07,2024-05-21,2
ORD-200154,CUST-06691,PROD-1652,Managed Firewall,Security,NetDefense,Black,Black,No,No,No,No,Refunded,Delivered,Out for Delivery,INV-3000154,1372.59,0.0,LATAM,Partner Channel,EU-West-1,,UPS,2024-01-08,2024-01-15,5
ORD-200155,CUST-08385,PROD-1739,Security Gateway X1,Security,SecureNet,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000155,5683.3,0.0,Africa,Marketplace,US-East-1,,DHL,2024-06-06,2024-06-25,3
ORD-200156,CUST-08494,PROD-1232,API Integration Suite,Software,IntegratePro,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3000156,943.73,0.0,Africa,Marketplace,EU-West-1,,Local Courier,2024-03-29,2024-04-13,5
ORD-200157,CUST-05658,PROD-1878,Load Balancer 2U,Networking,DataFlow,Gray,Gray,No,No,No,No,Completed,Cancelled,Delivered,INV-3000157,4100.74,0.0,Asia-Pacific,Reseller,EU-West-1,,Express Mail,2024-04-14,2024-04-17,
ORD-200158,CUST-02291,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Green,Green,No,No,No,No,Refunded,Processing,Returned,INV-3000158,2618.38,0.0,Africa,Marketplace,CA-Central-1,,Local Courier,2024-06-24,2024-07-08,
ORD-200159,CUST-10347,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000159,5306.54,0.0,Europe,Marketplace,EU-West-1,,DHL,2024-05-04,2024-05-11,4
ORD-200160,CUST-12080,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000160,4846.54,0.0,Middle East,Direct Sales,AP-South-1,,FedEx,2024-03-23,2024-04-06,5
ORD-200161,CUST-09691,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Gray,Gray,No,No,No,No,Completed,Delivered,Not Shipped,INV-3000161,2149.14,0.0,North America,Partner Channel,CA-Central-1,,DHL,2024-03-16,2024-03-24,4
ORD-200162,CUST-05555,PROD-1878,Load Balancer 2U,Networking,DataFlow,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000162,3409.42,0.0,North America,Distributor,EU-West-1,,FedEx,2024-02-04,2024-02-17,1
ORD-200163,CUST-09815,PROD-1739,Security Gateway X1,Security,SecureNet,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000163,4627.26,0.0,North America,Distributor,CA-Central-1,,UPS,2024-01-09,2024-01-13,4
ORD-200164,CUST-14807,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Silver,Silver,No,Yes,Yes,Yes,Refunded,Delivered,Delivered,INV-3000164,4937.47,4789.9,Middle East,Marketplace,CA-Central-1,,FedEx,2024-06-01,2024-06-14,2
ORD-200165,CUST-03923,PROD-1423,Hardware Token USB,Hardware,CyberAuth,White,White,Yes,No,No,No,Completed,Delivered,Delivered,INV-3000165,2546.88,0.0,North America,Reseller,SA-East-1,,Express Mail,2024-03-27,2024-04-03,5
ORD-200166,CUST-09322,PROD-1790,Network Switch 48P,Networking,NetCore,Blue,Blue,No,No,No,No,Completed,Delivered,Delivered,INV-3000166,2754.91,0.0,Middle East,Distributor,EU-West-1,,Express Mail,2024-03-20,2024-04-05,2
ORD-200167,CUST-03327,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Red,Red,No,No,No,No,Refunded,Delivered,Delivered,INV-3000167,1422.78,0.0,Middle East,Marketplace,SA-East-1,,Express Mail,2024-05-20,2024-06-09,2
ORD-200168,CUST-04343,PROD-1522,Enterprise Router Pro,Networking,NetCore,Silver,Silver,Yes,No,Yes,No,Completed,Delivered,Delivered,INV-3000168,2050.55,0.0,Asia-Pacific,Direct Sales,AP-South-1,,UPS,2024-06-04,2024-06-08,4
ORD-200169,CUST-05330,PROD-1739,Security Gateway X1,Security,SecureNet,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000169,5866.33,0.0,Asia-Pacific,Marketplace,AP-South-1,,UPS,2024-03-30,2024-04-11,2
ORD-200170,CUST-05186,PROD-1057,SSD Storage 2TB,Hardware,FastStore,Red,Red,No,No,No,No,Pending,Delivered,Out for Delivery,INV-3000170,1982.09,0.0,Africa,Reseller,US-East-1,,DHL,2024-06-18,2024-06-29,5
ORD-200171,CUST-10721,PROD-1522,Enterprise Router Pro,Networking,NetCore,Green,Green,Yes,No,Yes,No,Completed,Shipped,Delivered,INV-3000171,2428.01,0.0,Middle East,Reseller,AP-South-1,,FedEx,2024-06-21,2024-07-02,
ORD-200172,CUST-02540,PROD-1816,VPN License Pack,Software,VPNSecure,Gray,Gray,No,No,No,No,Completed,Pending,Delivered,INV-3000172,3235.5,0.0,Asia-Pacific,Distributor,US-East-1,,DHL,2024-05-16,2024-05-26,
ORD-200173,CUST-07709,PROD-1878,Load Balancer 2U,Networking,DataFlow,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3000173,5462.58,0.0,Europe,Reseller,CA-Central-1,,DHL,2024-05-31,2024-06-17,4
ORD-200174,CUST-08079,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Green,Green,No,No,No,No,Completed,Delivered,Delivered,INV-3000174,5150.69,0.0,Europe,Marketplace,AP-South-1,,DHL,2024-06-15,2024-06-26,5
ORD-200175,CUST-08916,PROD-1739,Security Gateway X1,Security,SecureNet,Gray,Gray,No,No,No,No,Completed,Shipped,Delivered,INV-3000175,1171.01,0.0,LATAM,Partner Channel,CA-Central-1,,DHL,2024-02-18,2024-02-22,
ORD-200176,CUST-02686,PROD-1522,Enterprise Router Pro,Networking,NetCore,Red,Red,No,No,No,No,Pending,Delivered,Delivered,INV-3000176,1316.14,0.0,Asia-Pacific,Direct Sales,US-East-1,,Local Courier,2024-02-06,2024-02-22,3
ORD-200177,CUST-13259,PROD-1790,Network Switch 48P,Networking,NetCore,Green,Green,No,Yes,No,No,Completed,Delivered,Delivered,INV-3000177,3901.49,0.0,LATAM,Direct Sales,EU-West-1,,FedEx,2024-06-01,2024-06-04,3
ORD-200178,CUST-14808,PROD-1652,Managed Firewall,Security,NetDefense,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000178,2840.01,0.0,Africa,Reseller,AP-South-1,,DHL,2024-06-17,2024-07-05,1
ORD-200179,CUST-08455,PROD-1739,Security Gateway X1,Security,SecureNet,Blue,Blue,No,No,No,No,Completed,Delivered,Delivered,INV-3000179,2221.19,0.0,Asia-Pacific,Partner Channel,US-East-1,,FedEx,2024-02-01,2024-02-09,5
ORD-200180,CUST-05846,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000180,2585.77,0.0,Asia-Pacific,Reseller,EU-West-1,,Express Mail,2024-04-06,2024-04-13,4
ORD-200181,CUST-05282,PROD-1057,SSD Storage 2TB,Hardware,FastStore,White,White,No,No,No,No,Completed,Delivered,In Transit,INV-3000181,4861.03,0.0,Africa,Reseller,US-East-1,,DHL,2024-01-27,2024-02-05,5
ORD-200182,CUST-03967,PROD-1652,Managed Firewall,Security,NetDefense,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3000182,2197.11,0.0,Europe,Partner Channel,AP-South-1,,Express Mail,2024-03-10,2024-03-13,5
ORD-200183,CUST-13971,PROD-1739,Security Gateway X1,Security,SecureNet,White,White,No,No,No,No,Completed,Delivered,Delivered,INV-3000183,2950.67,0.0,Asia-Pacific,Marketplace,SA-East-1,,DHL,2024-01-08,2024-01-21,2
ORD-200184,CUST-11647,PROD-1790,Network Switch 48P,Networking,NetCore,White,White,No,No,No,No,Refunded,Delivered,Delivered,INV-3000184,1270.72,0.0,Africa,Reseller,SA-East-1,,Local Courier,2024-04-15,2024-05-02,1
ORD-200185,CUST-10347,PROD-1878,Load Balancer 2U,Networking,DataFlow,Green,Green,No,No,No,No,Completed,Returned,Delivered,INV-3000185,2479.4,0.0,North America,Reseller,CA-Central-1,Packaging damaged,UPS,2024-01-23,2024-02-12,
ORD-200186,CUST-09905,PROD-1790,Network Switch 48P,Networking,NetCore,Red,Red,No,No,No,No,Completed,Returned,Delivered,INV-3000186,3376.76,0.0,Middle East,Direct Sales,US-East-1,No longer needed,DHL,2024-04-30,2024-05-07,
ORD-200187,CUST-08721,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Gray,White,No,No,No,No,Completed,Delivered,Delivered,INV-3000187,3767.37,0.0,North America,Distributor,EU-West-1,,Express Mail,2024-02-07,2024-02-10,2
ORD-200188,CUST-09004,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Red,Red,No,No,No,No,Completed,Delivered,Delivered,INV-3000188,2470.18,0.0,Europe,Marketplace,SA-East-1,,UPS,2024-01-02,2024-01-12,4
ORD-200189,CUST-09755,PROD-1232,API Integration Suite,Software,IntegratePro,Red,Red,No,No,No,No,Completed,Delivered,Failed Delivery,INV-3000189,5277.02,0.0,North America,Direct Sales,US-East-1,,FedEx,2024-01-06,2024-01-10,5
ORD-200190,CUST-12088,PROD-1232,API Integration Suite,Software,IntegratePro,Gray,Gray,No,No,No,No,Completed,Delivered,Delivered,INV-3000190,3155.57,0.0,Africa,Direct Sales,CA-Central-1,,Express Mail,2024-02-18,2024-02-29,4
ORD-200191,CUST-01659,PROD-1423,Hardware Token USB,Hardware,CyberAuth,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000191,4411.11,0.0,LATAM,Direct Sales,US-East-1,,UPS,2024-03-07,2024-03-24,3
ORD-200192,CUST-02895,PROD-1878,Load Balancer 2U,Networking,DataFlow,Silver,Silver,No,No,No,No,Completed,Delivered,Not Shipped,INV-3000192,1175.61,0.0,Africa,Distributor,AP-South-1,,Local Courier,2024-06-11,2024-06-30,5
ORD-200193,CUST-13666,PROD-1652,Managed Firewall,Security,NetDefense,Blue,Blue,No,No,No,No,Completed,Cancelled,Delivered,INV-3000193,3031.32,0.0,Asia-Pacific,Reseller,EU-West-1,,UPS,2024-02-02,2024-02-07,
ORD-200194,CUST-10467,PROD-1522,Enterprise Router Pro,Networking,NetCore,Gray,Green,No,No,No,No,Completed,Shipped,Delivered,INV-3000194,5026.19,0.0,Europe,Distributor,SA-East-1,,DHL,2024-06-28,2024-07-02,
ORD-200195,CUST-11921,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Silver,Silver,No,No,No,No,Refunded,Delivered,Delivered,INV-3000195,993.04,0.0,North America,Direct Sales,CA-Central-1,,Express Mail,2024-05-28,2024-05-31,4
ORD-200196,CUST-13533,PROD-1816,VPN License Pack,Software,VPNSecure,White,White,Yes,No,Yes,No,Completed,Shipped,Delivered,INV-3000196,994.6,0.0,Africa,Reseller,AP-South-1,,Express Mail,2024-04-01,2024-04-15,
ORD-200197,CUST-07265,PROD-1739,Security Gateway X1,Security,SecureNet,Silver,Silver,No,No,No,No,Refunded,Delivered,Delivered,INV-3000197,5152.26,0.0,LATAM,Distributor,US-East-1,,Local Courier,2024-06-08,2024-06-20,4
ORD-200198,CUST-09838,PROD-1232,API Integration Suite,Software,IntegratePro,Blue,Blue,No,No,No,No,Completed,Delivered,In Transit,INV-3000198,4749.34,0.0,Middle East,Reseller,SA-East-1,,DHL,2024-01-10,2024-01-13,4
ORD-200199,CUST-06732,PROD-1232,API Integration Suite,Software,IntegratePro,Black,Black,No,No,No,No,Completed,Delivered,Delivered,INV-3000199,2751.92,0.0,Asia-Pacific,Marketplace,AP-South-1,,UPS,2024-05-16,2024-05-20,2
ORD-200200,CUST-11173,PROD-1232,API Integration Suite,Software,IntegratePro,Blue,Blue,Yes,Yes,No,No,Completed,Delivered,Out for Delivery,INV-3000200,4241.22,0.0,Middle East,Reseller,EU-West-1,,Express Mail,2024-04-06,2024-04-11,4
ORD-200201,CUST-10183,PROD-1711,Cloud Backup 500GB,Cloud Service,CloudVault,Gray,Gray,No,No,No,No,Completed,Delivered,Out for Delivery,INV-3000201,1289.39,0.0,Africa,Distributor,SA-East-1,,DHL,2024-06-12,2024-06-19,4
ORD-200202,CUST-04124,PROD-1790,Network Switch 48P,Networking,NetCore,Blue,Blue,No,No,No,No,Completed,Delivered,Delivered,INV-3000202,1408.35,0.0,North America,Distributor,AP-South-1,,FedEx,2024-01-07,2024-01-22,3
ORD-200203,CUST-03327,PROD-1232,API Integration Suite,Software,IntegratePro,Gray,Gray,No,No,No,No,Completed,Returned,Delivered,INV-3000203,1061.68,0.0,North America,Marketplace,CA-Central-1,Color mismatch,Express Mail,2024-05-28,2024-06-04,
ORD-200204,CUST-12251,PROD-1816,VPN License Pack,Software,VPNSecure,Red,Red,No,No,No,No,Completed,Delivered,In Transit,INV-3000204,3350.27,0.0,Africa,Marketplace,CA-Central-1,,UPS,2024-03-05,2024-03-19,1
ORD-200205,CUST-04766,PROD-1816,VPN License Pack,Software,VPNSecure,Black,Black,No,No,No,No,Completed,Returned,Delivered,INV-3000205,5768.59,0.0,LATAM,Distributor,CA-Central-1,No longer needed,Local Courier,2024-06-12,2024-06-30,
ORD-200206,CUST-02365,PROD-1816,VPN License Pack,Software,VPNSecure,Silver,Silver,No,No,No,No,Completed,Delivered,Delivered,INV-3000206,5111.84,0.0,Africa,Direct Sales,EU-West-1,,Express Mail,2024-04-26,2024-05-01,5
