feedback_id,ticket_id,customer_id,feedback_text,feedback_rating,sentiment,churn_risk,response_time_satisfaction,agent_behavior_score,resolution_satisfaction,would_recommend,customer_emotion,repeat_customer,feedback_channel,feedback_date
FB-600759,TKT-101499,CUST-08758,Satisfied with the resolution provided.,5,Positive,Low,1,5,4,Yes,Satisfied,No,Email,2024-02-05
FB-600760,TKT-100692,CUST-02576,Nothing special but acceptable.,3,Neutral,Low,4,5,2,No,Neutral,No,Survey,2024-04-05
FB-600761,TKT-101930,CUST-04648,Issue resolved in reasonable time.,5,Positive,High,4,5,3,Yes,Satisfied,No,Survey,2024-03-18
FB-600762,TKT-100321,CUST-04633,Issue was resolved eventually.,3,Neutral,Low,3,5,4,No,Neutral,Yes,Phone,2024-06-01
FB-600763,TKT-100838,CUST-02451,Support quality has declined recently.,3,Negative,Low,4,4,5,No,Frustrated,No,Chat,2024-03-24
FB-600764,TKT-100486,CUST-11573,Issue was resolved eventually.,3,Neutral,Low,2,5,4,No,Neutral,No,Survey,2024-04-22
FB-600765,TKT-100314,CUST-14631,Resolution took longer than expected.,3,Negative,Low,4,4,3,Yes,Frustrated,No,Chat,2024-03-09
FB-600766,TKT-101687,CUST-02689,Nothing special but acceptable.,3,Neutral,High,3,4,4,No,Neutral,Yes,Email,2024-06-18
FB-600767,TKT-100423,CUST-02907,Got the help I needed but could have been faster.,3,Neutral,High,5,5,4,Yes,Neutral,No,Email,2024-06-05
FB-600768,TKT-100631,CUST-12012,Felt like my issue wasn't prioritized.,3,Negative,Low,4,3,4,No,Frustrated,No,Chat,2024-05-04
FB-600769,TKT-100186,CUST-02828,Nothing special but acceptable.,3,Neutral,Low,4,5,2,No,Neutral,Yes,Survey,2024-03-10
FB-600770,TKT-100756,CUST-05270,Felt like my issue wasn't prioritized.,3,Negative,Medium,2,1,3,Yes,Angry,Yes,Survey,2024-04-22
FB-600771,TKT-100539,CUST-07654,Got the help I needed but could have been faster.,3,Neutral,Low,4,5,5,Yes,Neutral,Yes,Email,2024-01-30
FB-600772,TKT-100175,CUST-11301,Good support experience overall.,5,Positive,Medium,5,3,4,Yes,Satisfied,No,Survey,2024-03-10
FB-600773,TKT-101988,CUST-03205,Nothing special but acceptable.,3,Neutral,Low,5,5,2,Yes,Neutral,No,Survey,2024-05-28
FB-600774,TKT-101676,CUST-07669,Agent explained everything clearly.,4,Positive,High,3,3,5,Yes,Satisfied,No,Survey,2024-05-07
FB-600775,TKT-101172,CUST-06604,Fastest resolution ever. Very impressed.,5,Very Positive,Medium,5,5,2,Yes,Delighted,No,Email,2024-05-07
FB-600776,TKT-100808,CUST-02344,Response time was slow. Could have been resolved faster.,2,Negative,Low,1,3,3,No,Frustrated,No,Social Media,2024-05-05
FB-600777,TKT-101639,CUST-04042,Satisfied with the resolution provided.,4,Positive,Low,5,3,4,Yes,Satisfied,Yes,Survey,2024-05-01
FB-600778,TKT-100354,CUST-14240,Support was adequate. Could be better.,3,Neutral,Low,2,5,2,Yes,Neutral,Yes,Survey,2024-02-25
FB-600779,TKT-100160,CUST-13561,Standard support experience.,3,Neutral,Low,1,5,1,Yes,Neutral,No,Phone,2024-03-25
FB-600780,TKT-101708,CUST-14682,Good support experience overall.,4,Positive,Low,4,5,2,Yes,Satisfied,Yes,Email,2024-05-02
FB-600781,TKT-100178,CUST-12886,Best support experience I've had. Thank you!,5,Very Positive,High,4,5,5,Yes,Delighted,Yes,Chat,2024-06-19
FB-600782,TKT-101754,CUST-05846,Terrible support. I'm switching providers immediately.,1,Very Negative,Low,2,3,3,No,Angry,No,Email,2024-02-15
FB-600783,TKT-101610,CUST-07795,Best support experience I've had. Thank you!,5,Very Positive,Low,3,4,4,Yes,Delighted,No,Survey,2024-06-26
FB-600784,TKT-100230,CUST-14665,Support was adequate. Could be better.,3,Neutral,Low,4,5,4,Yes,Neutral,No,Social Media,2024-02-27
FB-600785,TKT-101553,CUST-06054,Response time was slow. Could have been resolved faster.,3,Negative,Medium,2,5,3,Yes,Frustrated,No,Social Media,2024-01-27
FB-600786,TKT-101802,CUST-13373,Standard support experience.,3,Neutral,Medium,2,4,5,No,Neutral,Yes,Survey,2024-03-01
FB-600787,TKT-101171,CUST-05394,Agent explained everything clearly.,5,Positive,Medium,5,4,5,Yes,Satisfied,Yes,Chat,2024-06-02
FB-600788,TKT-100825,CUST-11627,Satisfied with the resolution provided.,4,Positive,Low,2,5,5,Yes,Satisfied,No,Survey,2024-01-03
FB-600789,TKT-100079,CUST-05177,Outstanding service. Highly recommend!,5,Very Positive,Low,5,5,4,Yes,Delighted,No,Email,2024-06-28
FB-600790,TKT-101527,CUST-09822,Good support experience overall.,4,Positive,Low,5,4,4,Yes,Satisfied,No,Email,2024-04-06
FB-600791,TKT-100691,CUST-12482,Resolution took longer than expected.,2,Negative,Low,4,5,4,No,Frustrated,Yes,Survey,2024-03-02
FB-600792,TKT-101757,CUST-14020,Excellent support! Agent went above and beyond.,5,Very Positive,Low,4,5,2,Yes,Delighted,No,Phone,2024-02-05
FB-600793,TKT-100275,CUST-10371,Agent explained everything clearly.,4,Positive,Low,4,1,4,Yes,Satisfied,No,Chat,2024-03-14
FB-600794,TKT-100551,CUST-09841,Agent explained everything clearly.,5,Positive,Low,3,2,2,Yes,Satisfied,No,Email,2024-04-29
FB-600795,TKT-100384,CUST-11815,Issue resolved in reasonable time.,5,Positive,Low,1,4,2,Yes,Satisfied,No,Survey,2024-05-16
FB-600796,TKT-101517,CUST-05681,Nothing special but acceptable.,3,Neutral,Medium,4,4,4,No,Neutral,No,Social Media,2024-03-25
FB-600797,TKT-101620,CUST-10080,Agent was knowledgeable and helpful.,4,Positive,Low,1,5,4,Yes,Satisfied,Yes,Social Media,2024-04-10
FB-600798,TKT-100826,CUST-01241,Satisfied with the resolution provided.,4,Positive,Low,4,3,5,Yes,Satisfied,No,Email,2024-05-27
FB-600799,TKT-100355,CUST-01731,Issue resolved in reasonable time.,4,Positive,Low,1,3,4,Yes,Satisfied,No,Phone,2024-01-19
FB-600800,TKT-100067,CUST-09045,Response time was slow. Could have been resolved faster.,3,Negative,Low,3,5,4,No,Frustrated,No,Chat,2024-02-11
FB-600801,TKT-100754,CUST-08429,Agent explained everything clearly.,5,Positive,Low,5,3,4,Yes,Satisfied,No,Email,2024-02-24
FB-600802,TKT-101395,CUST-03026,Fastest resolution ever. Very impressed.,5,Very Positive,Low,4,4,3,Yes,Delighted,Yes,Social Media,2024-04-09
FB-600803,TKT-100913,CUST-01298,Agent was professional and solved issue immediately.,5,Very Positive,Low,3,2,4,Yes,Delighted,No,Chat,2024-05-23
FB-600804,TKT-100705,CUST-09378,Good support experience overall.,4,Positive,Low,4,4,4,Yes,Satisfied,No,Email,2024-03-18
FB-600805,TKT-100583,CUST-07506,Agent explained everything clearly.,5,Positive,Low,4,1,3,Yes,Satisfied,Yes,Social Media,2024-06-28
FB-600806,TKT-101597,CUST-03880,Issue resolved in reasonable time.,5,Positive,Low,3,4,5,Yes,Satisfied,No,Phone,2024-02-13
FB-600807,TKT-100551,CUST-10043,Agent explained everything clearly.,5,Positive,Low,3,2,3,Yes,Satisfied,No,Email,2024-06-16
FB-600808,TKT-100970,CUST-11699,Waited 3 days for response. Worst experience ever.,1,Very Negative,Low,3,4,2,No,Angry,No,Social Media,2024-05-09
FB-600809,TKT-101640,CUST-11248,Agent wasn't helpful. Had to repeat myself multiple times.,2,Negative,Low,4,5,5,No,Frustrated,Yes,Chat,2024-03-23
FB-600810,TKT-101459,CUST-03662,Got the help I needed but could have been faster.,3,Neutral,Low,1,5,2,No,Neutral,No,Chat,2024-01-12
FB-600811,TKT-100940,CUST-05975,Fastest resolution ever. Very impressed.,5,Very Positive,Low,3,3,4,Yes,Delighted,No,Social Media,2024-01-19
FB-600812,TKT-101688,CUST-12644,Standard support experience.,3,Neutral,Low,1,5,5,Yes,Neutral,Yes,Chat,2024-01-11
FB-600813,TKT-101149,CUST-11879,Nothing special but acceptable.,3,Neutral,Low,4,5,2,No,Neutral,Yes,Email,2024-05-10
FB-600814,TKT-100986,CUST-03772,Resolution took longer than expected.,2,Negative,Low,4,5,4,No,Angry,No,Chat,2024-05-04
FB-600815,TKT-101764,CUST-06141,Got the help I needed but could have been faster.,3,Neutral,Low,4,5,4,No,Neutral,Yes,Social Media,2024-02-03
FB-600816,TKT-101567,CUST-05402,Response time was slow. Could have been resolved faster.,3,Negative,Medium,4,5,4,No,Frustrated,No,Phone,2024-06-18
FB-600817,TKT-101477,CUST-07254,Felt like my issue wasn't prioritized.,3,Negative,Low,5,4,2,No,Frustrated,Yes,Survey,2024-03-14
FB-600818,TKT-100828,CUST-10352,Agent was knowledgeable and helpful.,5,Positive,Low,4,1,3,Yes,Satisfied,No,Social Media,2024-01-02
FB-600819,TKT-101671,CUST-06650,Good support experience overall.,4,Positive,Medium,4,5,3,Yes,Satisfied,No,Phone,2024-02-05
FB-600820,TKT-101405,CUST-09677,Felt like my issue wasn't prioritized.,3,Negative,Low,5,5,5,No,Frustrated,No,Phone,2024-06-15
FB-600821,TKT-101721,CUST-12351,Best support experience I've had. Thank you!,5,Very Positive,Low,3,5,5,Yes,Delighted,Yes,Email,2024-02-13
FB-600822,TKT-100964,CUST-08291,Got the help I needed but could have been faster.,3,Neutral,Low,1,1,4,Yes,Neutral,No,Chat,2024-02-07
FB-600823,TKT-101340,CUST-11983,Issue resolved in reasonable time.,5,Positive,Low,3,3,3,Yes,Satisfied,Yes,Chat,2024-02-08
FB-600824,TKT-100861,CUST-12753,Good support experience overall.,4,Positive,Low,4,4,5,Yes,Satisfied,Yes,Social Media,2024-02-11
FB-600825,TKT-100602,CUST-11807,Response time was slow. Could have been resolved faster.,3,Negative,Low,3,5,4,No,Angry,Yes,Social Media,2024-02-26
FB-600826,TKT-101188,CUST-10133,Response time was slow. Could have been resolved faster.,3,Negative,Low,4,4,5,No,Frustrated,No,Social Media,2024-06-23
FB-600827,TKT-100245,CUST-06935,Standard support experience.,3,Neutral,Medium,3,4,4,No,Neutral,No,Phone,2024-04-19
FB-600828,TKT-100281,CUST-12475,Got the help I needed but could have been faster.,3,Neutral,Low,5,3,4,No,Neutral,No,Survey,2024-06-25
FB-600829,TKT-100293,CUST-02773,Fastest resolution ever. Very impressed.,5,Very Positive,Low,5,4,4,Yes,Delighted,No,Survey,2024-03-08
FB-600830,TKT-100681,CUST-01766,Fastest resolution ever. Very impressed.,5,Very Positive,Low,3,3,3,Yes,Delighted,Yes,Email,2024-03-05
FB-600831,TKT-100009,CUST-05959,Resolution took longer than expected.,3,Negative,Medium,4,5,4,Yes,Frustrated,No,Phone,2024-01-13
FB-600832,TKT-101180,CUST-07595,Support was adequate. Could be better.,3,Neutral,Low,4,2,5,No,Neutral,No,Email,2024-05-09
FB-600833,TKT-100265,CUST-03935,Staff doesn't know what they're doing. Product is broken.,2,Very Negative,Low,5,4,1,No,Angry,No,Survey,2024-05-14
FB-600834,TKT-100878,CUST-04788,Agent was professional and solved issue immediately.,5,Very Positive,Low,2,4,5,Yes,Delighted,Yes,Social Media,2024-02-01
FB-600835,TKT-100408,CUST-03639,Resolution took longer than expected.,2,Negative,Low,5,4,2,No,Frustrated,No,Chat,2024-04-15
FB-600836,TKT-101550,CUST-06081,Satisfied with the resolution provided.,4,Positive,Low,4,3,2,Yes,Satisfied,Yes,Email,2024-03-25
FB-600837,TKT-101283,CUST-05087,Support was adequate. Could be better.,3,Neutral,Low,4,5,5,Yes,Neutral,No,Chat,2024-03-25
FB-600838,TKT-100639,CUST-13502,Agent was knowledgeable and helpful.,4,Positive,Low,5,3,5,Yes,Satisfied,Yes,Social Media,2024-03-08
FB-600839,TKT-100626,CUST-14240,Excellent support! Agent went above and beyond.,5,Very Positive,Low,3,1,3,Yes,Delighted,No,Chat,2024-04-06
FB-600840,TKT-101942,CUST-11960,Felt like my issue wasn't prioritized.,3,Negative,Low,4,4,2,No,Angry,No,Phone,2024-03-17
FB-600841,TKT-100701,CUST-11000,Standard support experience.,3,Neutral,Low,5,2,4,No,Neutral,No,Phone,2024-02-02
FB-600842,TKT-101941,CUST-05720,Standard support experience.,3,Neutral,Low,5,5,1,Yes,Neutral,Yes,Phone,2024-05-22
FB-600843,TKT-100432,CUST-14344,Agent was knowledgeable and helpful.,4,Positive,Low,2,3,5,Yes,Satisfied,No,Phone,2024-04-04
FB-600844,TKT-100252,CUST-02551,Agent was knowledgeable and helpful.,5,Positive,Low,3,3,4,Yes,Satisfied,Yes,Chat,2024-01-09
FB-600845,TKT-101579,CUST-05300,Best support experience I've had. Thank you!,5,Very Positive,Low,5,3,3,Yes,Delighted,Yes,Email,2024-04-14
FB-600846,TKT-101355,CUST-01695,Agent was knowledgeable and helpful.,4,Positive,Low,3,5,3,Yes,Satisfied,Yes,Email,2024-03-16
FB-600847,TKT-100853,CUST-12148,Standard support experience.,3,Neutral,Low,3,4,2,Yes,Neutral,No,Survey,2024-03-31
FB-600848,TKT-101437,CUST-02881,Fastest resolution ever. Very impressed.,5,Very Positive,Low,4,1,3,Yes,Delighted,No,Email,2024-05-30
FB-600849,TKT-100616,CUST-04454,Issue was resolved eventually.,3,Neutral,Low,3,4,1,No,Neutral,No,Phone,2024-05-05
FB-600850,TKT-100857,CUST-02177,Completely unacceptable service. Agent was rude and dismissive.,1,Very Negative,Low,3,4,5,No,Angry,No,Social Media,2024-06-25
FB-600851,TKT-100241,CUST-12880,Agent was knowledgeable and helpful.,5,Positive,Low,4,4,5,Yes,Satisfied,No,Survey,2024-06-06
FB-600852,TKT-100406,CUST-05394,Fastest resolution ever. Very impressed.,5,Very Positive,Low,1,5,4,Yes,Delighted,No,Social Media,2024-02-18
FB-600853,TKT-101992,CUST-08329,Resolution took longer than expected.,2,Negative,Low,5,3,5,No,Frustrated,No,Chat,2024-05-30
FB-600854,TKT-100328,CUST-14221,Best support experience I've had. Thank you!,5,Very Positive,Low,3,4,5,Yes,Delighted,No,Phone,2024-06-06
FB-600855,TKT-101409,CUST-05132,Good support experience overall.,5,Positive,Medium,3,5,4,Yes,Satisfied,Yes,Email,2024-01-07
FB-600856,TKT-101375,CUST-11983,Completely unacceptable service. Agent was rude and dismissive.,1,Very Negative,Low,5,3,5,No,Angry,No,Survey,2024-02-11
FB-600857,TKT-100305,CUST-12849,Nothing special but acceptable.,3,Neutral,Medium,4,3,3,Yes,Neutral,No,Email,2024-05-07
FB-600858,TKT-101852,CUST-10107,Agent wasn't helpful. Had to repeat myself multiple times.,3,Negative,Medium,5,4,5,No,Frustrated,No,Chat,2024-05-24
FB-600859,TKT-100540,CUST-06083,Agent was knowledgeable and helpful.,4,Positive,Low,3,5,4,Yes,Satisfied,Yes,Phone,2024-05-26
FB-600860,TKT-101790,CUST-14221,Good support experience overall.,4,Positive,Medium,4,4,5,Yes,Satisfied,Yes,Chat,2024-02-05
FB-600861,TKT-100872,CUST-11309,Agent was knowledgeable and helpful.,5,Positive,Low,5,5,4,Yes,Satisfied,Yes,Email,2024-04-01
FB-600862,TKT-100019,CUST-06862,Fastest resolution ever. Very impressed.,5,Very Positive,Low,4,4,3,Yes,Delighted,No,Phone,2024-06-04
FB-600863,TKT-100673,CUST-05329,Standard support experience.,3,Neutral,Low,3,5,5,No,Neutral,No,Email,2024-04-06
FB-600864,TKT-100763,CUST-13798,Outstanding service. Highly recommend!,5,Very Positive,Medium,4,2,2,Yes,Delighted,Yes,Survey,2024-05-06
FB-600865,TKT-100819,CUST-09045,Got the help I needed but could have been faster.,3,Neutral,Medium,1,2,5,No,Neutral,No,Survey,2024-04-21
FB-600866,TKT-101638,CUST-11929,Fastest resolution ever. Very impressed.,5,Very Positive,Low,4,5,1,Yes,Delighted,Yes,Email,2024-03-06
FB-600867,TKT-101930,CUST-11376,Fastest resolution ever. Very impressed.,5,Very Positive,Low,4,4,5,Yes,Delighted,Yes,Social Media,2024-03-13
FB-600868,TKT-100988,CUST-02824,Terrible support. I'm switching providers immediately.,1,Very Negative,Low,4,5,3,No,Angry,No,Phone,2024-04-26
FB-600869,TKT-101251,CUST-03903,Outstanding service. Highly recommend!,5,Very Positive,Low,5,2,1,Yes,Delighted,No,Phone,2024-06-01
FB-600870,TKT-100989,CUST-07193,Excellent support! Agent went above and beyond.,5,Very Positive,Low,4,3,4,Yes,Delighted,No,Survey,2024-01-14
FB-600871,TKT-100094,CUST-08114,Got the help I needed but could have been faster.,3,Neutral,Medium,4,2,5,No,Neutral,Yes,Social Media,2024-04-08
FB-600872,TKT-101571,CUST-06338,Terrible support. I'm switching providers immediately.,1,Very Negative,Low,3,5,4,No,Angry,No,Phone,2024-06-11
FB-600873,TKT-101957,CUST-06761,Good support experience overall.,4,Positive,Low,4,3,5,Yes,Satisfied,No,Social Media,2024-01-10
FB-600874,TKT-100195,CUST-07446,Support was adequate. Could be better.,3,Neutral,High,4,4,4,No,Neutral,Yes,Survey,2024-06-22
FB-600875,TKT-100304,CUST-12989,Support quality has declined recently.,3,Negative,Low,2,4,5,Yes,Frustrated,Yes,Phone,2024-06-10
FB-600876,TKT-101035,CUST-13419,Standard support experience.,3,Neutral,Medium,4,4,5,No,Neutral,No,Email,2024-06-27
FB-600877,TKT-101538,CUST-08824,Outstanding service. Highly recommend!,5,Very Positive,Low,3,5,5,Yes,Delighted,Yes,Chat,2024-06-01
FB-600878,TKT-100103,CUST-14495,Fastest resolution ever. Very impressed.,5,Very Positive,Medium,2,3,2,Yes,Delighted,No,Survey,2024-05-04
FB-600879,TKT-100825,CUST-07377,Agent wasn't helpful. Had to repeat myself multiple times.,3,Negative,Low,2,5,1,Yes,Angry,No,Social Media,2024-04-17
FB-600880,TKT-100917,CUST-02517,Felt like my issue wasn't prioritized.,3,Negative,Low,4,5,4,No,Frustrated,Yes,Survey,2024-01-17
FB-600881,TKT-101526,CUST-04648,Issue was resolved eventually.,3,Neutral,Low,4,4,2,Yes,Neutral,No,Email,2024-04-28
FB-600882,TKT-101141,CUST-04772,Completely unacceptable service. Agent was rude and dismissive.,2,Very Negative,Low,4,3,5,No,Angry,No,Social Media,2024-03-18
FB-600883,TKT-101972,CUST-07501,Outstanding service. Highly recommend!,5,Very Positive,Low,3,5,4,Yes,Delighted,No,Social Media,2024-02-20
FB-600884,TKT-100423,CUST-04879,Felt like my issue wasn't prioritized.,3,Negative,Low,2,3,5,No,Frustrated,Yes,Email,2024-03-28
FB-600885,TKT-101672,CUST-02812,Standard support experience.,3,Neutral,Low,3,5,3,No,Neutral,No,Social Media,2024-01-21
FB-600886,TKT-101228,CUST-06145,Got the help I needed but could have been faster.,3,Neutral,Low,5,5,3,No,Neutral,Yes,Phone,2024-06-16
FB-600887,TKT-100004,CUST-08058,Good support experience overall.,4,Positive,Low,4,5,5,Yes,Satisfied,No,Chat,2024-03-18
FB-600888,TKT-101121,CUST-07123,No solution provided. Ticket was escalated multiple times.,2,Very Negative,Low,3,2,4,No,Angry,No,Email,2024-03-17
FB-600889,TKT-101836,CUST-08549,Standard support experience.,3,Neutral,Low,4,5,3,Yes,Neutral,No,Survey,2024-03-07
FB-600890,TKT-100219,CUST-13144,Nothing special but acceptable.,3,Neutral,Low,4,4,5,Yes,Neutral,Yes,Survey,2024-02-10
FB-600891,TKT-100441,CUST-02672,Agent wasn't helpful. Had to repeat myself multiple times.,2,Negative,Low,5,3,5,No,Frustrated,No,Email,2024-06-21
FB-600892,TKT-101550,CUST-14665,Completely unacceptable service. Agent was rude and dismissive.,2,Very Negative,Low,4,5,4,No,Angry,No,Social Media,2024-04-15
FB-600893,TKT-100252,CUST-07979,Agent explained everything clearly.,4,Positive,Medium,2,4,3,Yes,Satisfied,No,Social Media,2024-02-10
FB-600894,TKT-101958,CUST-13398,Agent wasn't helpful. Had to repeat myself multiple times.,3,Negative,Low,3,4,2,No,Angry,Yes,Email,2024-05-18
FB-600895,TKT-101133,CUST-07446,Support quality has declined recently.,2,Negative,Medium,4,5,5,No,Frustrated,No,Social Media,2024-04-22
FB-600896,TKT-101599,CUST-06196,Fastest resolution ever. Very impressed.,5,Very Positive,Low,4,4,4,Yes,Delighted,No,Phone,2024-01-18
FB-600897,TKT-101496,CUST-13798,Issue resolved in reasonable time.,4,Positive,Low,4,3,3,Yes,Satisfied,Yes,Social Media,2024-05-02
FB-600898,TKT-101241,CUST-04532,Good support experience overall.,5,Positive,Low,2,4,4,Yes,Satisfied,No,Survey,2024-01-02
FB-600899,TKT-100857,CUST-05394,Issue resolved in reasonable time.,4,Positive,Low,5,4,2,Yes,Satisfied,Yes,Chat,2024-05-27
FB-600900,TKT-101987,CUST-04688,Agent explained everything clearly.,4,Positive,Low,4,3,4,Yes,Satisfied,No,Phone,2024-02-16
FB-600901,TKT-100845,CUST-12257,Nothing special but acceptable.,3,Neutral,Low,5,4,5,No,Neutral,No,Social Media,2024-06-02
FB-600902,TKT-101762,CUST-01598,Satisfied with the resolution provided.,4,Positive,Low,3,4,3,Yes,Satisfied,No,Phone,2024-01-04
FB-600903,TKT-100429,CUST-03632,Good support experience overall.,5,Positive,Low,5,1,4,Yes,Satisfied,No,Phone,2024-06-03
FB-600904,TKT-101454,CUST-08930,Support was adequate. Could be better.,3,Neutral,Low,3,1,2,No,Neutral,No,Chat,2024-04-20
FB-600905,TKT-101151,CUST-08179,Satisfied with the resolution provided.,4,Positive,Low,4,3,5,Yes,Satisfied,No,Survey,2024-02-12
FB-600906,TKT-101380,CUST-06880,Nothing special but acceptable.,3,Neutral,Medium,3,5,4,No,Neutral,No,Survey,2024-03-09
FB-600907,TKT-101655,CUST-04124,Best support experience I've had. Thank you!,5,Very Positive,Low,4,5,3,Yes,Delighted,Yes,Survey,2024-06-12
FB-600908,TKT-100297,CUST-12425,Agent was knowledgeable and helpful.,4,Positive,Low,5,5,4,Yes,Satisfied,Yes,Phone,2024-03-30
FB-600909,TKT-100586,CUST-13561,Good support experience overall.,5,Positive,Medium,3,4,2,Yes,Satisfied,Yes,Email,2024-05-23
FB-600910,TKT-101414,CUST-04791,Good support experience overall.,5,Positive,Low,5,5,4,Yes,Satisfied,Yes,Social Media,2024-03-06
FB-600911,TKT-100066,CUST-03259,Agent explained everything clearly.,5,Positive,Low,4,2,5,Yes,Satisfied,Yes,Social Media,2024-01-08
FB-600912,TKT-101771,CUST-09949,Nothing special but acceptable.,3,Neutral,Low,3,3,4,No,Neutral,Yes,Chat,2024-03-25
FB-600913,TKT-101419,CUST-03438,Agent was knowledgeable and helpful.,5,Positive,Low,4,4,4,Yes,Satisfied,No,Survey,2024-01-09
FB-600914,TKT-100853,CUST-12753,Resolution took longer than expected.,3,Negative,Low,4,5,2,Yes,Frustrated,Yes,Chat,2024-03-11
FB-600915,TKT-100415,CUST-04618,Agent explained everything clearly.,5,Positive,Medium,4,2,3,Yes,Satisfied,No,Chat,2024-04-26
FB-600916,TKT-101546,CUST-10356,Nothing special but acceptable.,3,Neutral,Low,4,3,1,Yes,Neutral,No,Phone,2024-06-27
FB-600917,TKT-100602,CUST-04712,Support was adequate. Could be better.,3,Neutral,Low,4,4,5,Yes,Neutral,Yes,Phone,2024-02-11
FB-600918,TKT-101505,CUST-11802,Issue was resolved eventually.,3,Neutral,Medium,2,4,5,No,Neutral,Yes,Chat,2024-05-08
FB-600919,TKT-101139,CUST-04232,Agent wasn't helpful. Had to repeat myself multiple times.,3,Negative,Medium,2,5,4,Yes,Frustrated,No,Chat,2024-03-06
FB-600920,TKT-100011,CUST-03102,Felt like my issue wasn't prioritized.,3,Negative,Low,1,5,5,Yes,Frustrated,Yes,Chat,2024-03-05
FB-600921,TKT-101222,CUST-13094,Terrible support. I'm switching providers immediately.,1,Very Negative,Low,1,4,2,No,Angry,No,Chat,2024-02-15
FB-600922,TKT-101004,CUST-10961,Satisfied with the resolution provided.,5,Positive,Low,4,5,3,Yes,Satisfied,No,Email,2024-02-04
FB-600923,TKT-101605,CUST-03921,Outstanding service. Highly recommend!,5,Very Positive,Low,2,5,3,Yes,Delighted,No,Phone,2024-05-23
FB-600924,TKT-101066,CUST-12543,Satisfied with the resolution provided.,5,Positive,Low,4,3,4,Yes,Satisfied,Yes,Social Media,2024-05-20
FB-600925,TKT-101099,CUST-04994,Excellent support! Agent went above and beyond.,5,Very Positive,Low,3,4,4,Yes,Delighted,Yes,Phone,2024-02-28
FB-600926,TKT-101358,CUST-01901,Good support experience overall.,5,Positive,Low,5,2,4,Yes,Satisfied,Yes,Phone,2024-05-06
FB-600927,TKT-101946,CUST-10579,Support quality has declined recently.,3,Negative,Low,4,3,4,No,Frustrated,No,Email,2024-02-04
FB-600928,TKT-100234,CUST-02861,Got the help I needed but could have been faster.,3,Neutral,Medium,2,2,4,No,Neutral,Yes,Social Media,2024-03-05
FB-600929,TKT-101881,CUST-12486,Agent wasn't helpful. Had to repeat myself multiple times.,2,Negative,Medium,4,3,2,No,Frustrated,No,Chat,2024-02-05
FB-600930,TKT-100781,CUST-12115,Issue was resolved eventually.,3,Neutral,Medium,2,4,3,No,Neutral,Yes,Chat,2024-04-09
FB-600931,TKT-100050,CUST-11699,Satisfied with the resolution provided.,4,Positive,High,2,3,4,Yes,Satisfied,No,Chat,2024-06-07
FB-600932,TKT-101053,CUST-05888,Support quality has declined recently.,2,Negative,Low,2,4,4,No,Angry,No,Email,2024-04-08
FB-600933,TKT-100607,CUST-08083,Support was adequate. Could be better.,3,Neutral,Medium,5,3,3,No,Neutral,No,Email,2024-05-02
FB-600934,TKT-100342,CUST-09766,Best support experience I've had. Thank you!,5,Very Positive,Low,4,4,4,Yes,Delighted,No,Email,2024-04-08
FB-600935,TKT-100431,CUST-14341,Issue resolved in reasonable time.,5,Positive,Low,5,3,5,Yes,Satisfied,No,Survey,2024-05-16
FB-600936,TKT-101711,CUST-13829,Issue resolved in reasonable time.,5,Positive,Medium,3,5,4,Yes,Satisfied,No,Survey,2024-06-01
FB-600937,TKT-101324,CUST-01964,Issue was resolved eventually.,3,Neutral,Low,1,4,4,Yes,Neutral,Yes,Chat,2024-06-25
FB-600938,TKT-100077,CUST-08875,Excellent support! Agent went above and beyond.,5,Very Positive,Low,4,4,4,Yes,Delighted,Yes,Chat,2024-03-04
FB-600939,TKT-101142,CUST-05895,Terrible support. I'm switching providers immediately.,2,Very Negative,Low,3,5,5,No,Angry,No,Chat,2024-04-28
FB-600940,TKT-100834,CUST-12886,Agent explained everything clearly.,5,Positive,Low,1,5,4,Yes,Satisfied,No,Survey,2024-03-09
FB-600941,TKT-100647,CUST-06988,Agent was professional and solved issue immediately.,5,Very Positive,Low,2,3,2,Yes,Delighted,No,Social Media,2024-01-29
FB-600942,TKT-100012,CUST-08971,Best support experience I've had. Thank you!,5,Very Positive,Low,1,3,5,Yes,Delighted,Yes,Social Media,2024-06-22
FB-600943,TKT-100093,CUST-10378,Agent was knowledgeable and helpful.,4,Positive,Medium,5,5,3,Yes,Satisfied,Yes,Social Media,2024-02-10
FB-600944,TKT-100217,CUST-09959,Good support experience overall.,4,Positive,Low,5,4,5,Yes,Satisfied,No,Chat,2024-02-27
FB-600945,TKT-101567,CUST-14671,Felt like my issue wasn't prioritized.,3,Negative,Low,2,4,4,No,Frustrated,No,Email,2024-04-27
FB-600946,TKT-100970,CUST-05763,Satisfied with the resolution provided.,4,Positive,Medium,4,5,3,Yes,Satisfied,Yes,Survey,2024-02-18
FB-600947,TKT-101631,CUST-11265,Best support experience I've had. Thank you!,5,Very Positive,Low,4,4,4,Yes,Delighted,Yes,Phone,2024-03-25
FB-600948,TKT-100610,CUST-10259,Good support experience overall.,5,Positive,High,5,3,3,Yes,Satisfied,No,Email,2024-05-04
FB-600949,TKT-101133,CUST-02923,Nothing special but acceptable.,3,Neutral,Low,2,5,5,Yes,Neutral,Yes,Email,2024-01-25
